,BHKW_el,Strombedarf,Waermepumpe_el,PV,Strombezug,Stromspeicher_in,Stromspeicher_out
2019-02-03 16:00:00,134.24082,-65.6372,-68.888404,0.25150937,0.033273051,-0.0,0.0
2019-02-03 17:00:00,134.24082,-70.47760000000001,-68.888404,0.0,0.0,-0.0,5.1251824
2019-02-03 18:00:00,134.24082,-74.23960000000001,-68.888404,0.0,6.7222202,-0.0,2.1649622
2019-02-03 19:00:00,134.24082,-71.34039999999999,-68.888404,0.0,5.9879824,-0.0,0.0
2019-02-03 20:00:00,133.022,-64.1336,-68.888404,0.0,0.0,-0.0,0.0
2019-02-03 21:00:00,126.18,-57.2916,-68.888404,0.0,0.0,-0.0,0.0
2019-02-03 22:00:00,122.0772,-53.1888,-68.888404,0.0,0.0,-0.0,0.0
2019-02-03 23:00:00,115.2464,-46.358,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 00:00:00,109.4048,-40.516400000000004,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 01:00:00,105.2484,-36.36,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 02:00:00,103.3208,-34.4324,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 03:00:00,103.6084,-34.72,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 04:00:00,105.0884,-36.2,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 05:00:00,110.5315,-41.4396,-68.888404,0.0,0.0,-0.20349821,0.0
2019-02-04 06:00:00,134.24082,-55.0296,-68.888404,0.0,0.0,-10.322818,0.0
2019-02-04 07:00:00,134.24082,-66.97160000000001,-68.888404,0.16767291,1.4515095,-0.0,0.0
2019-02-04 08:00:00,134.24082,-70.36680000000001,-68.888404,1.3413833,0.0,-0.0,3.6729991
2019-02-04 09:00:00,134.24082,-71.6092,-68.888404,2.6827666,0.0,-0.0,3.5740158
2019-02-04 10:00:00,134.24082,-73.3108,-68.888404,5.1398092,0.065588141,-0.0,2.752985
2019-02-04 11:00:00,133.48067,-74.3268,-68.888404,18.449227,0.0,-8.7146909,0.0
2019-02-04 12:00:00,134.24082,-72.8948,-68.888404,9.3540073,0.0,-1.8116249,0.0
2019-02-04 13:00:00,134.24082,-71.55799999999999,-68.888404,3.0575835,0.0,-0.0,3.1479989
2019-02-04 14:00:00,134.24082,-69.3864,-68.888404,3.3516925,0.0,-0.0,0.68228993
2019-02-04 15:00:00,134.24082,-67.732,-68.888404,3.1157872,0.0,-0.73620483,0.0
2019-02-04 16:00:00,134.24082,-66.57239999999999,-68.888404,0.16767291,1.0523095,-0.0,0.0
2019-02-04 17:00:00,134.24082,-70.9644,-68.888404,0.0,0.0,-0.0,5.6119824
2019-02-04 18:00:00,134.24082,-74.35560000000001,-68.888404,0.0,7.7460591,-0.0,1.2571233
2019-02-04 19:00:00,134.24082,-71.3552,-68.888404,0.0,6.0027824,-0.0,0.0
2019-02-04 20:00:00,133.1008,-64.2124,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 21:00:00,127.0984,-58.21,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 22:00:00,123.3664,-54.478,-68.888404,0.0,0.0,-0.0,0.0
2019-02-04 23:00:00,115.6104,-46.722,-68.888404,0.0,0.0,-0.0,0.0
2019-02-05 00:00:00,108.9316,-40.0432,-68.888404,0.0,0.0,-0.0,0.0
2019-02-05 01:00:00,105.0084,-36.12,-68.888404,0.0,0.0,-0.0,0.0
2019-02-05 02:00:00,102.6484,-33.760000000000005,-68.888404,0.0,0.0,-0.0,0.0
2019-02-05 03:00:00,102.2484,-33.36000000000001,-68.888404,0.0,0.0,-0.0,0.0
2019-02-05 04:00:00,103.9284,-35.03999999999999,-68.888404,0.0,0.0,-0.0,0.0
2019-02-05 05:00:00,109.8776,-40.9892,-68.888404,0.0,0.0,-0.0,0.0
2019-02-05 06:00:00,133.45712,-54.042399999999994,-68.888404,0.0,0.0,-10.526316,0.0
2019-02-05 07:00:00,134.24082,-66.2856,-68.888404,0.25150937,0.0,-0.0,0.68167305
2019-02-05 08:00:00,134.24082,-69.82360000000001,-68.888404,2.2662336,0.0,-0.0,2.2049488
2019-02-05 09:00:00,134.24082,-69.9392,-68.888404,2.0120749,0.0,-0.0,2.5747075
2019-02-05 10:00:00,134.24082,-70.17399999999999,-68.888404,4.8625144,0.0,-0.040932001,0.0
2019-02-05 11:00:00,134.24082,-72.13839999999999,-68.888404,3.4372947,0.0,-0.0,3.3486877
2019-02-05 12:00:00,134.24082,-71.2472,-68.888404,2.3474208,2.3184933,-0.0,1.2288683
2019-02-05 13:00:00,134.24082,-70.8948,-68.888404,2.8504395,2.6919429,-0.0,0.0
2019-02-05 14:00:00,134.24082,-68.976,-68.888404,4.9435615,0.0,-1.3199791,0.0
2019-02-05 15:00:00,134.24082,-68.1664,-68.888404,1.1737104,0.38629189,-0.0,1.2539801
2019-02-05 16:00:00,134.24082,-66.72200000000001,-68.888404,0.25150937,1.1180731,-0.0,0.0
2019-02-05 17:00:00,134.24082,-70.43560000000001,-68.888404,0.0,5.0831824,-0.0,0.0
2019-02-05 18:00:00,134.24082,-73.564,-68.888404,0.0,8.2115824,-0.0,0.0
2019-02-05 19:00:00,134.24082,-71.08160000000001,-68.888404,0.0,5.7291824,-0.0,0.0
2019-02-05 20:00:00,134.24082,-63.77,-68.888404,0.0,0.0,-1.5824176,0.0
2019-02-05 21:00:00,125.43751,-58.0524,-68.888404,0.0,0.0,-0.0,1.5032967
2019-02-05 22:00:00,123.05,-54.1616,-68.888404,0.0,0.0,-0.0,0.0
2019-02-05 23:00:00,115.8264,-46.937999999999995,-68.888404,0.0,0.0,-0.0,0.0
2019-02-06 00:00:00,109.3764,-40.488,-68.888404,0.0,0.0,-0.0,0.0
2019-02-06 01:00:00,106.1284,-37.24,-68.888404,0.0,0.0,-0.0,0.0
2019-02-06 02:00:00,104.2884,-35.4,-68.888404,0.0,0.0,-0.0,0.0
2019-02-06 03:00:00,104.2084,-35.32,-68.888404,0.0,0.0,-0.0,0.0
2019-02-06 04:00:00,105.6884,-36.8,-68.888404,0.0,0.0,-0.0,0.0
2019-02-06 05:00:00,110.9415,-41.8152,-68.888404,0.0,0.0,-0.23789821,0.0
2019-02-06 06:00:00,134.24082,-55.064,-68.888404,0.0,0.0,-10.288418,0.0
2019-02-06 07:00:00,134.24082,-67.576,-68.888404,0.33534582,0.0,-0.0,1.8882366
2019-02-06 08:00:00,134.24082,-70.5188,-68.888404,1.4252197,0.0,-0.0,3.7411627
2019-02-06 09:00:00,134.24082,-71.0012,-68.888404,6.7911345,0.0,-1.142352,0.0
2019-02-06 10:00:00,114.89113,-71.43119999999999,-58.796934,15.337001,0.0,-0.0,0.0
2019-02-06 11:00:00,94.866635,-71.928,-42.99447,20.055834,0.0,-0.0,0.0
2019-02-06 12:00:00,84.478378,-69.67880000000001,-35.559059,20.759481,0.0,-0.0,0.0
2019-02-06 13:00:00,118.998,-66.5144,-68.888404,16.404805,0.0,-0.0,0.0
2019-02-06 14:00:00,117.52034,-62.95400000000001,-68.888404,14.322059,0.0,-0.0,0.0
2019-02-06 15:00:00,124.57476,-62.903999999999996,-68.888404,7.2176467,0.0,-0.0,0.0
2019-02-06 16:00:00,133.40721,-61.9108,-68.888404,0.33737891,0.0,-2.9453811,0.0
2019-02-06 17:00:00,134.24082,-66.8008,-68.888404,0.0,0.0,-0.0,1.4483824
2019-02-06 18:00:00,134.24082,-70.376,-68.888404,0.0,0.0,-0.0,5.0235824
2019-02-06 19:00:00,134.24082,-67.1344,-68.888404,0.0,0.0,-0.0,1.7819824
2019-02-06 20:00:00,129.90089,-59.773599999999995,-68.888404,0.0,0.0,-1.2388823,0.0
2019-02-06 21:00:00,128.33012,-53.996,-68.888404,0.0,0.0,-5.4457167,0.0
2019-02-06 22:00:00,124.05172,-51.3216,-68.888404,0.0,0.0,-3.8417167,0.0
2019-02-06 23:00:00,101.12329,-45.8656,-65.257686,0.0,0.0,-0.0,10.0
2019-02-07 00:00:00,106.62121,-39.96000000000001,-66.661207,0.0,0.0,-0.0,0.0
2019-02-07 01:00:00,104.9684,-36.08,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 02:00:00,101.9684,-33.08,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 03:00:00,99.968404,-31.080000000000002,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 04:00:00,99.168404,-30.279999999999998,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 05:00:00,97.888404,-29.0,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 06:00:00,98.683604,-29.795199999999998,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 07:00:00,103.98335,-35.6,-68.888404,0.50505182,0.0,-0.0,0.0
2019-02-07 08:00:00,101.3835,-41.4552,-68.888404,8.9601017,0.0,-0.0,0.0
2019-02-07 09:00:00,105.83929,-47.1328,-68.888404,10.181909,0.0,-0.0,0.0
2019-02-07 10:00:00,115.4181,-50.4448,-68.888404,3.915105,0.0,-0.0,0.0
2019-02-07 11:00:00,117.48433,-52.452400000000004,-68.888404,3.856477,0.0,-0.0,0.0
2019-02-07 12:00:00,114.76487,-51.3032,-68.888404,5.4267355,0.0,-0.0,0.0
2019-02-07 13:00:00,114.96378,-48.4228,-68.888404,2.3474208,0.0,-0.0,2.4300901e-13
2019-02-07 14:00:00,114.17998,-46.7168,-68.888404,1.4252197,0.0,-0.0,0.0
2019-02-07 15:00:00,115.27699,-46.8916,-68.888404,0.50301873,0.0,-0.0,0.0
2019-02-07 16:00:00,116.43777,-47.6332,-68.888404,0.083836455,0.0,-2.5579895e-13,0.0
2019-02-07 17:00:00,122.7196,-53.8312,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 18:00:00,128.6528,-59.7644,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 19:00:00,124.5184,-55.63,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 20:00:00,117.9216,-49.0332,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 21:00:00,111.9828,-43.0944,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 22:00:00,112.9892,-44.1008,-68.888404,0.0,0.0,-0.0,0.0
2019-02-07 23:00:00,108.0484,-39.160000000000004,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 00:00:00,102.4484,-33.56,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 01:00:00,97.928404,-29.040000000000003,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 02:00:00,95.448404,-26.56,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 03:00:00,93.888404,-25.0,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 04:00:00,93.008404,-24.119999999999997,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 05:00:00,90.688404,-21.8,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 06:00:00,91.552126,-19.040000000000003,-68.888404,0.0,0.0,-3.6237222,0.0
2019-02-08 07:00:00,98.845946,-23.56,-68.888404,0.50505182,0.0,-6.9025935,0.0
2019-02-08 08:00:00,80.66019,-29.240000000000002,-68.888404,10.705201,0.0,-0.0,6.7630134
2019-02-08 09:00:00,67.454961,-36.68,-51.829448,17.817501,0.0,-0.0,3.2369866
2019-02-08 10:00:00,54.341329,-41.5364,-35.796746,22.991818,0.0,-0.0,0.0
2019-02-08 11:00:00,46.223986,-43.832,-25.809278,23.417291,0.0,-0.0,0.0
2019-02-08 12:00:00,41.410494,-42.1784,-22.308537,23.076443,0.0,-0.0,0.0
2019-02-08 13:00:00,49.902303,-38.32,-30.178944,18.596641,0.0,-0.0,0.0
2019-02-08 14:00:00,57.347043,-35.6,-38.49082,16.743777,0.0,-0.0,0.0
2019-02-08 15:00:00,93.478526,-33.72,-68.888404,9.1298778,0.0,-0.0,0.0
2019-02-08 16:00:00,102.90876,-34.28,-68.888404,0.25964171,0.0,-0.0,0.0
2019-02-08 17:00:00,109.4712,-40.5828,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 18:00:00,119.028,-50.1396,-68.888404,0.0,0.0,-0.0,0.0
2019-02-08 19:00:00,126.0734,-47.977199999999996,-68.888404,0.0,0.0,-9.2077991,0.0
2019-02-08 20:00:00,114.06932,-43.8624,-68.888404,0.0,0.0,-1.3185167,0.0
2019-02-08 21:00:00,105.78629,-42.9444,-62.841892,0.0,0.0,-0.0,0.0
2019-02-08 22:00:00,106.02919,-45.098800000000004,-60.930389,0.0,0.0,-0.0,0.0
2019-02-08 23:00:00,98.478962,-40.622,-57.856962,0.0,0.0,-0.0,0.0
2019-02-09 00:00:00,96.880605,-35.760000000000005,-61.120605,0.0,0.0,-0.0,0.0
2019-02-09 01:00:00,89.270097,-32.12,-57.150097,0.0,0.0,-0.0,0.0
2019-02-09 02:00:00,87.379157,-30.08,-57.299157,0.0,0.0,-0.0,0.0
2019-02-09 03:00:00,87.681859,-30.479999999999997,-57.201859,0.0,0.0,-0.0,0.0
2019-02-09 04:00:00,94.458984,-32.56,-61.898984,0.0,0.0,-0.0,0.0
2019-02-09 05:00:00,107.43196,-39.160000000000004,-68.271957,0.0,0.0,-0.0,0.0
2019-02-09 06:00:00,122.57135,-54.874,-67.697349,0.0,0.0,-0.0,0.0
2019-02-09 07:00:00,134.24082,-67.4472,-66.961295,0.16767291,0.0,-0.0,0.0
2019-02-09 08:00:00,134.24082,-72.53,-66.580999,0.83836455,0.0,-0.0,4.0318127
2019-02-09 09:00:00,134.24082,-73.8772,-64.584201,1.9282385,0.0,-0.0,2.2923407
2019-02-09 10:00:00,125.05375,-76.4464,-52.044649,3.4372947,0.0,-0.0,0.0
2019-02-09 11:00:00,122.02567,-77.9668,-48.250693,4.1918228,0.0,-0.0,0.0
2019-02-09 12:00:00,122.01784,-77.5132,-49.699,5.1943629,0.0,-0.0,0.0
2019-02-09 13:00:00,125.77017,-76.7704,-52.017883,3.0181124,0.0,-0.0,0.0
2019-02-09 14:00:00,126.96736,-75.12960000000001,-54.352852,2.5150937,0.0,-0.0,0.0
2019-02-09 15:00:00,131.89387,-73.0892,-56.354877,1.1737104,0.0,-3.6234999,0.0
2019-02-09 16:00:00,133.17914,-71.148,-62.198808,0.16767291,0.0,-0.0,0.0
2019-02-09 17:00:00,134.24082,-73.5048,-60.736022,0.0,0.0,-0.0,0.0
2019-02-09 18:00:00,134.24082,-75.55199999999999,-64.238136,0.0,0.0,-0.0,5.5493143
2019-02-09 19:00:00,134.24082,-72.488,-63.321679,0.0,0.0,-0.0,1.5688571
2019-02-09 20:00:00,129.11312,-64.602,-64.511124,0.0,0.0,-0.0,0.0
2019-02-09 21:00:00,119.05137,-58.181599999999996,-60.869773,0.0,0.0,-0.0,0.0
2019-02-09 22:00:00,108.94556,-53.5364,-55.409157,0.0,0.0,-0.0,0.0
2019-02-09 23:00:00,97.609384,-44.9732,-52.636184,0.0,0.0,-0.0,0.0
2019-02-10 00:00:00,92.672173,-37.9908,-54.681373,0.0,0.0,-0.0,0.0
2019-02-10 01:00:00,89.998876,-34.0,-55.998876,0.0,0.0,-0.0,0.0
2019-02-10 02:00:00,88.592649,-32.599999999999994,-55.992649,0.0,0.0,-0.0,0.0
2019-02-10 03:00:00,89.062314,-32.7624,-56.299914,0.0,0.0,-0.0,0.0
2019-02-10 04:00:00,90.695092,-34.919999999999995,-55.775092,0.0,0.0,-0.0,0.0
2019-02-10 05:00:00,100.4528,-40.4804,-59.9724,0.0,0.0,-0.0,0.0
2019-02-10 06:00:00,121.77622,-54.9068,-66.869416,0.0,0.0,-0.0,0.0
2019-02-10 07:00:00,128.72368,-67.16000000000001,-61.901055,0.33737891,0.0,-0.0,0.0
2019-02-10 08:00:00,127.57631,-70.7136,-58.455607,1.5928927,0.0,-0.0,0.0
2019-02-10 09:00:00,121.77224,-70.97,-54.30354,3.5012972,0.0,-0.0,0.0
2019-02-10 10:00:00,117.24411,-73.47439999999999,-47.710026,3.9403134,0.0,-0.0,0.0
2019-02-10 11:00:00,119.8017,-74.842,-47.977808,3.0181124,0.0,-0.0,0.0
2019-02-10 12:00:00,117.0281,-74.7008,-45.680762,3.3534582,0.0,-0.0,0.0
2019-02-10 13:00:00,119.0098,-73.4808,-48.211762,2.6827666,0.0,-0.0,0.0
2019-02-10 14:00:00,120.48308,-72.0472,-50.447951,2.0120749,0.0,-0.0,0.0
2019-02-10 15:00:00,120.61662,-70.2116,-51.49489,1.0898739,0.0,-0.0,0.0
2019-02-10 16:00:00,121.50588,-67.39039999999999,-54.366991,0.25150937,0.0,-0.0,0.0
2019-02-10 17:00:00,127.37747,-70.1004,-57.27707,0.0,0.0,-0.0,0.0
2019-02-10 18:00:00,133.7741,-74.42800000000001,-59.346097,0.0,0.0,-0.0,0.0
2019-02-10 19:00:00,131.8509,-70.0532,-61.797697,0.0,0.0,-0.0,0.0
2019-02-10 20:00:00,124.03957,-62.9392,-61.100368,0.0,0.0,-0.0,0.0
2019-02-10 21:00:00,119.07131,-56.373999999999995,-62.697308,0.0,0.0,-0.0,0.0
2019-02-10 22:00:00,109.67961,-51.756,-57.923611,0.0,0.0,-0.0,0.0
2019-02-10 23:00:00,99.620281,-43.9636,-55.656681,0.0,0.0,-0.0,0.0
2019-02-11 00:00:00,92.269146,-37.0,-55.269146,0.0,0.0,-0.0,0.0
2019-02-11 01:00:00,89.151308,-32.88,-56.271308,0.0,0.0,-0.0,0.0
2019-02-11 02:00:00,85.754508,-31.600000000000005,-54.154508,0.0,0.0,-0.0,0.0
2019-02-11 03:00:00,85.861795,-32.2,-53.661795,0.0,0.0,-0.0,0.0
2019-02-11 04:00:00,89.515719,-34.278,-55.237719,0.0,0.0,-0.0,0.0
2019-02-11 05:00:00,102.59213,-39.64,-62.95213,0.0,0.0,-0.0,0.0
2019-02-11 06:00:00,113.54681,-53.657599999999995,-59.889211,0.0,0.0,-0.0,0.0
2019-02-11 07:00:00,125.443,-65.4096,-60.201072,0.16767291,0.0,-0.0,0.0
2019-02-11 08:00:00,127.29266,-69.4008,-58.730223,0.83836455,0.0,-0.0,0.0
2019-02-11 09:00:00,123.14442,-70.3648,-54.624025,1.844402,0.0,-0.0,0.0
2019-02-11 10:00:00,123.68097,-72.47,-53.809896,2.5989301,0.0,-0.0,0.0
2019-02-11 11:00:00,122.9937,-73.42360000000001,-53.175072,3.6049676,0.0,-0.0,0.0
2019-02-11 12:00:00,119.04494,-72.6596,-50.828668,4.4433321,0.0,-0.0,0.0
2019-02-11 13:00:00,120.64696,-70.78760000000001,-53.715836,3.856477,0.0,-0.0,0.0
2019-02-11 14:00:00,120.69932,-68.39639999999999,-56.612618,4.3096998,0.0,-0.0,0.0
2019-02-11 15:00:00,121.90944,-66.82,-58.160187,3.0707511,0.0,-0.0,0.0
2019-02-11 16:00:00,125.0219,-64.99440000000001,-61.356706,1.3292072,0.0,-0.0,0.0
2019-02-11 17:00:00,133.30161,-68.906,-64.395609,0.0,0.0,-0.0,0.0
2019-02-11 18:00:00,134.24082,-74.80839999999999,-59.432422,0.0,0.0,-0.0,0.0
2019-02-11 19:00:00,127.41816,-71.9876,-55.430562,0.0,0.0,-0.0,0.0
2019-02-11 20:00:00,121.99524,-63.446400000000004,-58.548843,0.0,0.0,-0.0,0.0
2019-02-11 21:00:00,114.10621,-57.1472,-56.959005,0.0,0.0,-0.0,0.0
2019-02-11 22:00:00,106.08856,-52.9692,-53.119362,0.0,0.0,-0.0,0.0
2019-02-11 23:00:00,98.910876,-44.8596,-54.051276,0.0,0.0,-0.0,0.0
2019-02-12 00:00:00,92.439265,-38.6,-53.839265,0.0,0.0,-0.0,0.0
2019-02-12 01:00:00,88.493016,-34.760000000000005,-53.733016,0.0,0.0,-0.0,0.0
2019-02-12 02:00:00,86.935049,-33.160000000000004,-53.775049,0.0,0.0,-0.0,0.0
2019-02-12 03:00:00,93.286097,-33.760000000000005,-59.526097,0.0,0.0,-0.0,0.0
2019-02-12 04:00:00,99.322941,-35.32,-64.002941,0.0,0.0,-0.0,0.0
2019-02-12 05:00:00,105.80463,-39.760000000000005,-66.044627,0.0,0.0,-0.0,0.0
2019-02-12 06:00:00,121.48156,-54.4296,-65.589442,0.0,0.0,-1.4625146,0.0
2019-02-12 07:00:00,127.18799,-66.3408,-61.014866,0.16767291,0.0,-0.0,0.0
2019-02-12 08:00:00,131.4114,-70.4104,-61.755525,0.7545281,0.0,-0.0,0.0
2019-02-12 09:00:00,134.24082,-71.30439999999999,-61.569562,1.3413833,0.0,-2.7082425,0.0
2019-02-12 10:00:00,134.24082,-72.9712,-61.179852,2.0120749,0.0,-2.1018444,0.0
2019-02-12 11:00:00,134.24082,-74.0728,-60.168022,0.0,0.0,-0.0,0.0
2019-02-12 12:00:00,134.24082,-72.29480000000001,-67.904993,0.0,0.0,-0.0,5.9589714
2019-02-12 13:00:00,130.73655,-69.8544,-62.726555,1.844402,0.0,-0.0,0.0
2019-02-12 14:00:00,134.24082,-67.0572,-65.460516,1.2575468,0.0,-2.9806523,0.0
2019-02-12 15:00:00,134.08278,-65.0144,-66.855894,0.7545281,0.0,-2.9670168,0.0
2019-02-12 16:00:00,129.24211,-62.578,-66.831783,0.16767291,0.0,-0.0,0.0
2019-02-12 17:00:00,134.24082,-65.9352,-68.305622,0.0,0.0,-0.0,0.0
2019-02-12 18:00:00,134.24082,-70.89160000000001,-66.071564,0.0,0.0,-0.0,2.7223429
2019-02-12 19:00:00,134.24082,-68.3468,-68.821964,0.0,0.0,-0.0,2.9279429
2019-02-12 20:00:00,123.18175,-60.889199999999995,-62.292551,0.0,0.0,-0.0,0.0
2019-02-12 21:00:00,117.71978,-55.046800000000005,-62.672984,0.0,0.0,-0.0,0.0
2019-02-12 22:00:00,109.86292,-51.53999999999999,-58.322919,0.0,0.0,-0.0,0.0
2019-02-12 23:00:00,104.45574,-44.394800000000004,-60.060941,0.0,0.0,-0.0,0.0
2019-02-13 00:00:00,96.874465,-38.96,-57.914465,0.0,0.0,-0.0,0.0
2019-02-13 01:00:00,94.285016,-35.08,-59.205016,0.0,0.0,-0.0,0.0
2019-02-13 02:00:00,92.138119,-33.160000000000004,-58.978119,0.0,0.0,-0.0,0.0
2019-02-13 03:00:00,95.60433,-33.68000000000001,-61.92433,0.0,0.0,-0.0,0.0
2019-02-13 04:00:00,104.4484,-35.56,-68.888404,0.0,0.0,-0.0,0.0
2019-02-13 05:00:00,109.4272,-40.5388,-68.888404,0.0,0.0,-0.0,0.0
2019-02-13 06:00:00,123.26803,-53.144400000000005,-68.888404,0.0,0.0,-1.2352237,0.0
2019-02-13 07:00:00,134.24082,-63.81400000000001,-68.888404,0.41918228,0.0,-1.9575999,0.0
2019-02-13 08:00:00,134.2266,-67.276,-68.459655,1.5090562,0.0,-0.0,0.0
2019-02-13 09:00:00,132.20472,-68.786,-66.939855,3.5211311,0.0,-0.0,0.0
2019-02-13 10:00:00,125.64486,-70.49560000000001,-61.371103,6.2218399,0.0,-0.0,0.0
2019-02-13 11:00:00,95.872858,-70.616,-40.724815,15.467958,0.0,-0.0,0.0
2019-02-13 12:00:00,74.461507,-67.928,-28.099295,21.565788,0.0,-0.0,0.0
2019-02-13 13:00:00,75.282197,-64.482,-31.257292,20.457094,0.0,-0.0,0.0
2019-02-13 14:00:00,89.279228,-61.644400000000005,-43.406789,15.771961,0.0,-0.0,0.0
2019-02-13 15:00:00,114.07941,-59.8372,-62.875808,8.6336023,0.0,-0.0,0.0
2019-02-13 16:00:00,125.85115,-58.7636,-68.888404,1.8008551,0.0,-0.0,0.0
2019-02-13 17:00:00,130.8708,-61.982400000000005,-68.888404,0.0,0.0,-0.0,0.0
2019-02-13 18:00:00,134.24082,-68.38560000000001,-68.888404,0.0,0.0,-0.0,3.0331824
2019-02-13 19:00:00,131.80035,-65.8608,-65.939546,0.0,0.0,-0.0,0.0
2019-02-13 20:00:00,122.31165,-57.90599999999999,-64.405654,0.0,0.0,-0.0,0.0
2019-02-13 21:00:00,118.37544,-51.787600000000005,-66.587838,0.0,0.0,-0.0,0.0
2019-02-13 22:00:00,112.52752,-48.185599999999994,-64.341924,0.0,0.0,-0.0,0.0
2019-02-13 23:00:00,104.82897,-42.1376,-62.691373,0.0,0.0,-0.0,0.0
2019-02-14 00:00:00,95.443216,-35.92,-59.523216,0.0,0.0,-0.0,0.0
2019-02-14 01:00:00,100.5684,-31.68,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 02:00:00,98.008404,-29.119999999999997,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 03:00:00,96.968404,-28.080000000000005,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 04:00:00,96.648404,-27.76,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 05:00:00,95.848404,-26.96,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 06:00:00,99.398181,-27.080000000000002,-68.888404,0.0,0.0,-3.4297768,0.0
2019-02-14 07:00:00,99.788938,-32.239999999999995,-68.888404,4.8038574,0.0,-3.464391,0.0
2019-02-14 08:00:00,107.17604,-39.599999999999994,-68.888404,4.9445127,0.0,-3.632148,0.0
2019-02-14 09:00:00,79.201465,-45.2296,-57.301107,13.329242,0.0,-0.0,10.0
2019-02-14 10:00:00,65.414757,-48.02,-39.914919,22.520162,0.0,-0.0,0.0
2019-02-14 11:00:00,63.6599,-49.5608,-37.295826,23.196725,0.0,-0.0,0.0
2019-02-14 12:00:00,98.304945,-46.69840000000001,-68.888404,17.281859,0.0,-0.0,0.0
2019-02-14 13:00:00,102.8917,-42.552800000000005,-68.888404,8.5495025,0.0,-0.0,0.0
2019-02-14 14:00:00,104.05851,-40.136,-68.888404,4.965899,0.0,-0.0,0.0
2019-02-14 15:00:00,101.49039,-38.506,-68.888404,5.904013,0.0,-0.0,0.0
2019-02-14 16:00:00,105.19609,-39.0,-68.888404,2.6923117,0.0,-0.0,0.0
2019-02-14 17:00:00,113.5656,-44.6772,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 18:00:00,120.8452,-51.9568,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 19:00:00,116.9604,-48.072,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 20:00:00,110.5108,-41.622400000000006,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 21:00:00,106.3684,-37.48,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 22:00:00,106.6884,-37.8,-68.888404,0.0,0.0,-0.0,0.0
2019-02-14 23:00:00,101.0884,-32.2,-68.888404,0.0,0.0,-0.0,0.0
2019-02-15 00:00:00,95.648404,-26.76,-68.888404,0.0,0.0,-0.0,0.0
2019-02-15 01:00:00,92.408404,-23.52,-68.888404,0.0,0.0,-0.0,0.0
2019-02-15 02:00:00,90.728404,-21.840000000000003,-68.888404,0.0,0.0,-0.0,0.0
2019-02-15 03:00:00,90.208404,-21.319999999999997,-68.888404,0.0,0.0,-0.0,0.0
2019-02-15 04:00:00,89.768404,-20.88,-68.888404,0.0,0.0,-0.0,0.0
2019-02-15 05:00:00,88.968404,-20.080000000000002,-68.888404,0.0,0.0,-0.0,0.0
2019-02-15 06:00:00,87.520804,-18.632400000000004,-68.888404,0.0,0.0,-0.0,0.0
2019-02-15 07:00:00,89.873058,-21.319999999999997,-68.888404,0.33534582,0.0,-0.0,0.0
2019-02-15 08:00:00,96.957623,-27.400000000000006,-68.888404,1.9282385,0.0,-2.5974569,0.0
2019-02-15 09:00:00,104.11603,-33.64,-68.888404,6.3412323,0.0,-7.9288588,0.0
2019-02-15 10:00:00,84.447932,-37.92,-68.888404,12.360472,0.0,-0.0,10.0
2019-02-15 11:00:00,96.104031,-41.2936,-68.888404,14.077973,0.0,-0.0,0.0
2019-02-15 12:00:00,99.481818,-39.24,-68.888404,8.6465857,0.0,-0.0,0.0
