Counter;Sol_irradiation [Wh/sqm];P*;Q*
1439;0;0.000108993;0.000178505
1440;0;9.47E-05;0.000163354
1441;0;8.42E-05;0.00016781
1442;0;8.05E-05;0.000170484
1443;0;7.77E-05;0.000168701
1444;0;0.000079603;0.000169593
1445;0;9.17E-05;0.000172266
1446;0;0.000111617;0.000177614
1447;5.32675438;0.000147414;0.000197222
1448;117.3730153;0.000168758;0.0002097
1449;245.6877197;0.000177931;0.000215047
1450;341.5321855;0.000180911;0.000219503
1451;392.7289498;0.000184741;0.000200787
1452;325.5356136;0.000191294;0.000194548
1453;219.5038877;0.000189044;0.000199004
1454;513.8185962;0.000187311;0.000205243
1455;461.1974906;0.000181061;0.000212373
1456;63.30757278;0.000180306;0.000186527
1457;26.6337719;0.000173562;0.000185635
1458;2.66337719;0.00016893;0.0001892
1459;0;0.000176897;0.000186527
1460;0;0.000176468;0.000187418
1461;0;0.000159764;0.000191874
1462;0;0.000150064;0.000190092
1463;0;0.000141259;0.000188309
1464;0;0.000125317;0.000184744
1465;0;0.000114789;0.000188309
1466;0;0.000107791;0.00017494
1467;0;0.000101223;0.00017494
1468;0;0.000103404;0.00017494
1469;0;0.000106402;0.000181179
1470;0;0.000116606;0.0001892
1471;5.39134294;0.000144733;0.000197222
1472;163.1799434;0.000164036;0.000193657
1473;91.50229792;0.00017293;0.000195439
1474;166.8198789;0.000174971;0.000211482
1475;143.8223683;0.000183685;0.000210591
1476;199.3311002;0.000188854;0.000210591
1477;225.3247691;0.000187131;0.000186527
1478;95.88157885;0.000184059;0.000171375
1479;93.21820166;0.000172175;0.00018207
1480;37.28728066;0.000168318;0.000191874
1481;23.97039471;0.000163211;0.000208808
1482;2.66337719;0.000164128;0.0002097
1483;0;0.00017636;0.000232873
1484;0;0.000176537;0.000218612
1485;0;0.00016124;0.000210591
1486;0;0.0001475;0.000207917
1487;0;0.00013688;0.000193657
1488;0;0.000119273;0.000184744
1489;0;0.000106624;0.000166919
1490;0;9.97E-05;0.000166919
1491;0;9.50E-05;0.000166919
1492;0;9.73E-05;0.000168701
1493;0;0.000103556;0.000192765
1494;0;0.000116157;0.000212373
1495;8.05472013;0.000146895;0.000205243
1496;185.8830372;0.000166878;0.000226634
1497;79.90131571;0.000175281;0.000228416
1498;173.6790652;0.000178343;0.000223069
1499;271.6759698;0.000187075;0.000190092
1500;241.6376111;0.000188476;0.000179396
1501;146.4857455;0.000190738;0.000180288
1502;135.8322367;0.0001904;0.000178505
1503;87.89144728;0.000182745;0.000174049
1504;74.30719924;0.000177813;0.00018207
1505;15.98026314;0.000170495;0.000221286
1506;5.39134294;0.000169229;0.000212373
1507;0;0.000183785;0.000213265
1508;0;0.000187252;0.0002097
1509;0;0.000171456;0.000207917
1510;0;0.000156526;0.000199004
1511;0;0.000144821;0.000190092
1512;0;0.000126643;0.000180288
1513;0;0.000110804;0.000165136
1514;0;0.000101478;0.000165136
1515;0;9.66E-05;0.000165136
1516;0;9.76E-05;0.000165136
1517;0;0.000101976;0.000179396
1518;0;0.000113994;0.000190092
1519;5.32675438;0.000142731;0.0002097
1520;39.95065785;0.000162483;0.000225742
1521;61.25767538;0.00017225;0.0002097
1522;165.1293858;0.000173841;0.000205243
1523;228.8557671;0.000177336;0.000197222
1524;222.8265039;0.000178598;0.000187418
1525;151.4676178;0.000177121;0.000172266
1526;119.8519736;0.000178132;0.000182962
1527;151.8124998;0.000171677;0.000185635
1528;122.1688633;0.000165608;0.00018207
1529;85.2319813;0.000159711;0.000181179
1530;5.32675438;0.000159582;0.000186527
1531;0;0.000172651;0.000194548
1532;0;0.000173721;0.000208808
1533;0;0.000157846;0.000201678
1534;0;0.00014471;0.0001892
1535;0;0.000135198;0.000177614
1536;0;0.000119776;0.000173158
1537;0;0.000105158;0.00016068
1538;0;9.74E-05;0.00017494
1539;0;9.37E-05;0.000162462
1540;0;9.45E-05;0.000162462
1541;0;9.93E-05;0.000162462
1542;0;0.00011044;0.000162462
1543;2.66337719;0.000139556;0.000174049
1544;23.97039471;0.000158825;0.000177614
1545;39.95065785;0.000169434;0.000173158
1546;50.60416662;0.000172955;0.000186527
1547;82.5646929;0.000175485;0.000191874
1548;125.1787279;0.000177951;0.000188309
1549;175.7828946;0.000176689;0.000186527
1550;231.2555392;0.000170115;0.000177614
1551;173.1195174;0.000161935;0.000175831
1552;87.89144728;0.00015649;0.00017494
1553;34.62390347;0.000150851;0.000175831
1554;5.32675438;0.00015092;0.000175831
1555;0;0.000162229;0.000175831
1556;0;0.00016191;0.000187418
1557;0;0.000146298;0.000179396
1558;0;0.000133562;0.00017494
1559;0;0.000124257;0.000174049
1560;0;0.000109692;0.000148202
1561;0;9.78E-05;0.000148202
1562;0;9.15E-05;0.000127703
1563;0;8.72E-05;0.000135724
1564;0;8.64E-05;0.000138398
1565;0;0.000086998;0.000162462
1566;0;8.91E-05;0.000174049
1567;13.38147451;9.20E-05;0.000184744
1568;132.3335462;0.000100449;0.000187418
1569;173.1446849;0.00011322;0.000187418
1570;191.8670438;0.000126356;0.0001892
1571;252.6106924;0.000133735;0.000185635
1572;344.3392909;0.000135048;0.000182962
1573;562.6885274;0.00013321;0.000176723
1574;674.0040021;0.000125395;0.000142855
1575;610.7351212;0.000118419;0.000149985
1576;149.3381592;0.00011158;0.000148202
1577;66.28956781;0.000106306;0.000156224
1578;8.05472013;0.000111324;0.00015355
1579;0;0.000129114;0.00016781
1580;0;0.000132872;0.000174049
1581;0;0.000118958;0.000169593
1582;0;0.00011041;0.000161571
1583;0;0.000108137;0.000149093
1584;0;9.44E-05;0.000138398
1585;0;8.12E-05;0.000134833
1586;0;0.000072086;0.000127703
1587;0;6.84E-05;0.000131268
1588;0;6.82E-05;0.000140181
1589;0;6.85E-05;0.00014642
1590;0;6.85E-05;0.000150876
1591;16.10944025;6.42E-05;0.000158006
1592;234.3269724;7.02E-05;0.00016781
1593;429.7348331;8.11E-05;0.000173158
1594;722.5755918;9.25E-05;0.00016068
1595;879.8144014;0.000101798;0.000138398
1596;951.1364666;0.000107919;0.000136616
1597;894.0643566;0.000105818;0.000129486
1598;672.4713101;9.75E-05;0.000124138
1599;392.9624032;8.97E-05;0.000124138
1600;241.7296718;8.51E-05;0.00012592
1601;126.633987;8.42E-05;0.000132159
1602;10.65350876;9.26E-05;0.000142855
1603;0;0.000113279;0.00016068
1604;0;0.000120892;0.000170484
1605;0;0.000108807;0.000166027
1606;0;0.000101941;0.000145528
1607;0;0.000102981;0.000137507
1608;0;9.12E-05;0.000133051
1609;0;7.93E-05;0.000124138
1610;0;7.29E-05;0.000126812
1611;0;6.86E-05;0.00012592
1612;0;0.000070631;0.000137507
1613;0;7.78E-05;0.000147311
1614;0;9.44E-05;0.000155332
1615;7.99013157;0.000130711;0.000172266
1616;47.94078943;0.000151961;0.00017494
1617;90.55482447;0.000162034;0.000172266
1618;279.5198618;0.000164991;0.000157115
1619;827.0094329;0.000169041;0.000139289
1620;373.9975419;0.000173759;0.000108095
1621;611.2361223;0.000170801;0.00010453
1622;719.6403453;0.000168081;0.000121464
1623;485.419171;0.000162899;0.000128594
1624;183.7490031;0.000158779;0.000125029
1625;92.73078752;0.000151423;0.000131268
1626;5.39134294;0.000152022;0.000141072
1627;0;0.000166858;0.000154441
1628;0;0.000173031;0.000163354
1629;0;0.000156542;0.000156224
1630;0;0.000142764;0.000143746
1631;0;0.000130214;0.000129486
1632;0;0.000112987;0.000113443
1633;0;9.82E-05;0.000112551
1634;0;8.91E-05;0.000108095
1635;0;8.69E-05;0.000108095
1636;0;8.90E-05;0.000119682
1637;0;9.50E-05;0.000128594
1638;0;0.000107017;0.000148202
1639;10.71809732;0.000139054;0.00016068
1640;18.64364033;0.000159347;0.00016781
1641;31.96052628;0.000171143;0.00016068
1642;47.94078943;0.000171608;0.000142855
1643;71.91118414;0.000176843;0.000134833
1644;95.88157885;0.000182184;0.000126812
1645;69.24780695;0.000178516;0.000123247
1646;93.21820166;0.000176622;0.000128594
1647;270.9650925;0.000171804;0.000129486
1648;196.8329661;0.000165758;0.000133051
1649;142.7760906;0.000157207;0.000141072
1650;8.05472013;0.00015651;0.000158897
1651;0;0.000169445;0.00018207
1652;0;0.000174796;0.000190983
1653;0;0.000156028;0.000171375
1654;0;0.000138071;0.000158006
1655;0;0.000122944;0.000143746
1656;0;0.000101207;0.000125029
1657;0;8.41E-05;0.000127703
1658;0;7.41E-05;0.000123247
1659;0;7.09E-05;0.00012592
1660;0;7.45E-05;0.000141072
1661;0;8.19E-05;0.000150876
1662;0;9.85E-05;0.000156224
1663;7.99013157;0.000132715;0.00017494
1664;21.30701752;0.000154274;0.000190983
1665;71.91118414;0.000164778;0.000182962
1666;103.8717104;0.00016748;0.000150876
1667;119.8519736;0.000176426;0.000135724
1668;310.5696838;0.000178576;0.000133051
1669;461.5438288;0.000172344;0.000124138
1670;462.4244336;0.000169959;0.000121464
1671;548.9116896;0.000164036;0.00011879
1672;332.4602645;0.000159083;0.000117899
1673;169.6965147;0.000149337;0.000117008
1674;16.10944025;0.000149972;0.000123247
1675;0;0.000164084;0.000159789
1676;0;0.000173619;0.000169593
1677;0;0.000154744;0.000163354
1678;0;0.000137859;0.000154441
1679;0;0.000125582;0.000133942
1680;0;0.000102703;0.000133942
1681;0;8.45E-05;0.000130377
1682;0;7.63E-05;0.000124138
1683;0;7.42E-05;0.000137507
1684;0;7.67E-05;0.00014642
1685;0;8.21E-05;0.000151767
1686;0;9.66E-05;0.000171375
1687;10.65350876;0.00012983;0.000186527
1688;42.61403504;0.000151954;0.000190983
1689;82.5646929;0.00016164;0.000184744
1690;82.5646929;0.000164629;0.000158006
1691;154.475877;0.000170297;0.000133942
1692;186.4364033;0.000177371;0.000120573
1693;247.9135322;0.000172668;0.00011879
1694;266.1997906;0.000168507;0.000119682
1695;203.5557786;0.000162233;0.000122355
1696;158.2166695;0.000155233;0.000124138
1697;83.55109791;0.000147306;0.000133051
1698;13.38147451;0.000150082;0.000145528
1699;0;0.000162853;0.000170484
1700;0;0.000170354;0.000198113
1701;0;0.000153218;0.000188309
1702;0;0.00013582;0.000158897
1703;0;0.000123178;0.000144637
1704;0;0.000103632;0.000133942
1705;0;8.76E-05;0.000133942
1706;0;0.000077716;0.000133942
1707;0;7.45E-05;0.000144637
1708;0;7.73E-05;0.000154441
1709;0;8.33E-05;0.000158897
1710;0;9.50E-05;0.000168701
1711;18.64364033;0.000129152;0.000175831
1712;102.7391108;0.00015185;0.000193657
1713;219.2442356;0.000163988;0.000190092
1714;404.6699579;0.00016926;0.000183853
1715;859.3431359;0.000173643;0.000180288
1716;945.8837694;0.000180471;0.000162462
1717;613.7650186;0.00017391;0.000168701
1718;192.9621652;0.000161647;0.000169593
1719;223.7415299;0.000154419;0.000179396
1720;113.6714597;0.000151389;0.000170484
1721;65.64416732;0.000146729;0.000166027
1722;18.64364033;0.000150827;0.000171375
1723;0;0.000159142;0.000184744
1724;0;0.000161769;0.0001892
1725;0;0.00014367;0.000183853
1726;0;0.0001256;0.000174049
1727;0;0.000114072;0.000159789
1728;0;9.60E-05;0.00014642
1729;0;0.00008083;0.000148202
1730;0;6.96E-05;0.000143746
1731;0;0.000064327;0.000149985
1732;0;6.35E-05;0.000164245
1733;0;6.52E-05;0.000159789
1734;0;6.69E-05;0.000176723
1735;2.66337719;0.000068934;0.000192765
1736;19.28159965;8.30E-05;0.000199896
1737;21.30701752;0.0001039;0.000188309
1738;47.94078943;0.000118338;0.000193657
1739;87.89144728;0.000126335;0.000185635
1740;157.1392542;0.000129166;0.00017494
1741;50.60416662;0.000125819;0.000172266
1742;42.61403504;0.000118726;0.000168701
1743;29.29714909;0.000113234;0.000174049
1744;39.95065785;0.000110626;0.000178505
1745;26.6337719;0.000106706;0.000177614
1746;2.66337719;0.000110427;0.000178505
1747;0;0.000124943;0.000188309
1748;0;0.000123003;0.000196331
1749;0;0.000105883;0.000194548
1750;0;9.25E-05;0.000182962
1751;0;8.89E-05;0.000166919
1752;0;7.14E-05;0.000150876
1753;0;5.80E-05;0.000141072
1754;0;4.90E-05;0.000143746
1755;0;4.42E-05;0.000145528
1756;0;4.30E-05;0.000150876
1757;0;4.31E-05;0.000158006
1758;0;4.26E-05;0.000173158
1759;2.66337719;4.00E-05;0.000176723
1760;29.29714909;4.88E-05;0.000184744
1761;61.25767538;6.76E-05;0.000183853
1762;109.1984648;8.31E-05;0.000192765
1763;111.861842;0.000096561;0.000194548
1764;82.5646929;0.000108596;0.000178505
1765;68.53450075;0.000107516;0.000174049
1766;53.26754381;9.66E-05;0.000172266
1767;55.930921;8.97E-05;0.000174049
1768;50.60416662;8.46E-05;0.000179396
1769;13.31688595;8.21E-05;0.000186527
1770;3.12563281;9.01E-05;0.000188309
1771;0;0.000109844;0.000190092
1772;0;0.000114574;0.000192765
1773;0;0.000102523;0.0001892
1774;0;9.40E-05;0.000183853
1775;0;9.30E-05;0.00016068
1776;0;7.80E-05;0.000143746
1777;0;6.63E-05;0.000141072
1778;0;5.90E-05;0.000140181
1779;0;5.53E-05;0.000149093
1780;0;5.95E-05;0.000154441
1781;0;6.72E-05;0.000157115
1782;0;8.57E-05;0.000171375
1783;18.64364033;0.000122178;0.0001892
1784;66.58442976;0.000150216;0.000202569
1785;101.2083332;0.00016218;0.000193657
1786;125.1787279;0.000165778;0.000182962
1787;217.8959805;0.000173162;0.000177614
1788;390.5044516;0.000178457;0.000166919
1789;176.9594822;0.000175325;0.00015355
1790;161.6282167;0.000172356;0.000149093
1791;223.458;0.000168497;0.00016781
1792;228.5245108;0.000161276;0.00016781
1793;118.0389065;0.00015188;0.000159789
1794;21.30701752;0.000150549;0.000158897
1795;0;0.000167628;0.000171375
1796;0;0.000175311;0.000182962
1797;0;0.000155746;0.000177614
1798;0;0.000139729;0.000166919
1799;0;0.000122854;0.000155332
1800;0;9.89E-05;0.000133051
1801;0;0.000082156;0.000130377
1802;0;7.49E-05;0.000123247
1803;0;7.23E-05;0.000133942
1804;0;7.41E-05;0.000142855
1805;0;8.15E-05;0.000144637
1806;0;9.83E-05;0.00016068
1807;57.270088;0.000128668;0.000190092
1808;249.2988415;0.000148755;0.000204352
1809;418.2975981;0.000156912;0.000180288
1810;451.3944694;0.000157267;0.000149985
1811;607.5171751;0.000160185;0.000136616
1812;827.4187583;0.000168081;0.000126812
1813;787.3912044;0.000165946;0.000131268
1814;652.1519954;0.000166022;0.000135724
1815;523.5835159;0.000162854;0.000130377
1816;337.3107688;0.000155998;0.000133942
1817;99.13195275;0.000146436;0.000132159
1818;26.93699535;0.000143564;0.000136616
1819;0;0.0001551;0.000157115
1820;0;0.000167086;0.000164245
1821;0;0.000151363;0.000163354
1822;0;0.000133038;0.00014642
1823;0;0.000116977;0.000133051
1824;0;9.57E-05;0.000127703
1825;0;7.99E-05;0.000121464
1826;0;7.16E-05;0.000121464
1827;0;6.72E-05;0.000119682
1828;0;7.07E-05;0.000125029
1829;0;7.90E-05;0.000149093
1830;0;9.43E-05;0.000152658
1831;74.04103674;0.00012639;0.000190983
1832;276.5966016;0.000149097;0.000194548
1833;308.6447685;0.000158475;0.000174049
1834;702.5277319;0.00015871;0.000142855
1835;727.9013613;0.000162834;0.000136616
1836;853.4278783;0.000166813;0.000124138
1837;745.7066615;0.000164314;0.00010453
1838;694.6278226;0.000160793;0.000119325
1839;631.3853525;0.000155035;0.000120395
1840;403.3256023;0.000149107;0.000116562
1841;155.3402079;0.000142171;0.000117899
1842;21.29870043;0.000143739;0.000129486
1843;0;0.000155733;0.000136616
1844;0;0.000166793;0.000152658
1845;0;0.000146761;0.000152658
1846;0;0.000129363;0.000145528
1847;0;0.000114186;0.000135724
1848;0;9.17E-05;0.000119682
1849;0;7.69E-05;0.00011879
1850;0;6.73E-05;0.000121464
1851;0;6.35E-05;0.00011879
1852;0;6.61E-05;0.000125029
1853;0;7.44E-05;0.000148202
1854;0;0.000091461;0.000161571
1855;95.47989002;0.000122952;0.00017494
1856;303.7830739;0.00014686;0.000188309
1857;477.1406992;0.000157518;0.000175831
1858;652.1923915;0.000158591;0.000143746
1859;794.7007945;0.000164447;0.000119682
1860;875.2903734;0.000168111;0.000114334
1861;834.4733696;0.000164502;0.000114334
1862;681.3277495;0.000161519;0.000115225
1863;597.2729609;0.000156397;0.00011166
1864;398.5174056;0.000150547;0.000107204
1865;196.5023252;0.000143882;0.000110769
1866;36.88853242;0.000144345;0.000113443
1867;0;0.000152651;0.000127703
1868;0;0.000163502;0.000143746
1869;0;0.00014705;0.000149985
1870;0;0.000129074;0.000141072
1871;0;0.000114558;0.000133942
1872;0;9.32E-05;0.00012592
1873;0;7.72E-05;0.000119682
1874;0;6.78E-05;0.000117899
1875;0;6.59E-05;0.000122355
1876;0;6.94E-05;0.000143746
1877;0;7.60E-05;0.000158006
1878;0;9.26E-05;0.000176723
1879;74.65550564;0.000123877;0.000164245
1880;274.9273122;0.000147278;0.00017494
1881;497.4865462;0.000156709;0.000178505
1882;520.0131228;0.000159164;0.000147311
1883;314.3776027;0.000169318;0.000126812
1884;833.3319758;0.000168787;0.000158897
1885;838.2320189;0.000165482;0.000147311
1886;747.6019637;0.000157025;0.000144637
1887;554.6242025;0.000149173;0.000157115
1888;391.264115;0.000141732;0.000166919
1889;199.007223;0.000134744;0.000159789
1890;39.00730635;0.000136575;0.000158897
1891;0;0.000147437;0.000171375
1892;0;0.000156894;0.000174049
1893;0;0.000138909;0.000154441
1894;0;0.000123898;0.000152658
1895;0;0.000111599;0.000144637
1896;0;9.27E-05;0.000141072
1897;0;7.47E-05;0.000139289
1898;0;6.52E-05;0.000130377
1899;0;6.07E-05;0.000125029
1900;0;0.000059485;0.000129486
1901;0;6.16E-05;0.000134833
1902;0;6.37E-05;0.000154441
1903;7.99013157;6.53E-05;0.00016781
1904;15.98026314;0.000079701;0.000178505
1905;61.25767538;9.81E-05;0.000178505
1906;61.25767538;0.000112942;0.000178505
1907;130.5054823;0.0001193;0.000180288
1908;125.1787279;0.000123683;0.00017494
1909;244.0880376;0.000123473;0.000171375
1910;140.1545547;0.000116278;0.000180288
1911;122.5153508;0.000107962;0.000182962
1912;150.5640831;0.00010413;0.000187418
1913;92.79053502;0.00010211;0.000185635
1914;18.64364033;0.000106837;0.000191874
1915;0;0.000120021;0.000190983
1916;0;0.00012467;0.000201678
1917;0;0.000107409;0.0001892
1918;0;9.50E-05;0.000180288
1919;0;9.13E-05;0.000151767
1920;0;7.71E-05;0.000154441
1921;0;6.29E-05;0.000158006
1922;0;5.04E-05;0.000152658
1923;0;4.57E-05;0.000145528
1924;0;4.51E-05;0.000165136
1925;0;4.20E-05;0.000190983
1926;0.06458856;4.00E-05;0.000197222
1927;126.3687588;3.39E-05;0.000212373
1928;374.354725;4.46E-05;0.000210591
1929;629.5744039;5.95E-05;0.000180288
1930;832.572843;7.70E-05;0.000171375
1931;972.8805949;8.78E-05;0.000175831
1932;948.0116729;9.66E-05;0.0001892
1933;964.5912352;9.18E-05;0.000169593
1934;821.2263323;7.90E-05;0.000155332
1935;736.0340414;7.04E-05;0.000151767
1936;504.8140714;6.86E-05;0.000149985
1937;260.7614912;6.80E-05;0.000147311
1938;51.65702392;7.71E-05;0.000158897
1939;0;9.51E-05;0.000179396
1940;0;0.000108049;0.000186527
1941;0;9.75E-05;0.000193657
1942;0;8.90E-05;0.000178505
1943;0;9.05E-05;0.000172266
1944;0;7.47E-05;0.000161571
1945;0;6.59E-05;0.00015355
1946;0;5.97E-05;0.000148202
1947;0;0.000056886;0.000158897
1948;0;5.95E-05;0.000166919
1949;0;6.72E-05;0.000161571
1950;2.66337719;0.000084702;0.000190983
1951;75.00614685;0.00011993;0.0002097
1952;285.2769339;0.000146487;0.000224851
1953;506.5543276;0.000159667;0.000198113
1954;486.9113621;0.00016169;0.000154441
1955;761.9085946;0.000163297;0.00015355
1956;832.080825;0.000168614;0.000151767
1957;703.5135471;0.000166146;0.000145528
1958;530.1524701;0.000161932;0.000148202
1959;427.5072987;0.000157184;0.000150876
1960;290.4800379;0.000153889;0.000163354
1961;138.5929468;0.000146482;0.000180288
1962;31.96052628;0.000144694;0.000183853
1963;0;0.000153973;0.000188309
1964;0;0.000165527;0.000183853
1965;0;0.000148729;0.000177614
1966;0;0.000131887;0.00016068
1967;0;0.000117877;0.000145528
1968;0;9.52E-05;0.000143746
1969;0;8.05E-05;0.000134833
1970;0;7.11E-05;0.000134833
1971;0;6.82E-05;0.000134833
1972;0;7.09E-05;0.000143746
1973;0;7.86E-05;0.000154441
1974;0;9.56E-05;0.000170484
1975;34.62390347;0.000127091;0.000184744
1976;85.22807009;0.000151403;0.000193657
1977;162.4660086;0.000160756;0.000188309
1978;326.1516558;0.000161221;0.000163354
1979;424.4102762;0.000168113;0.000164245
1980;488.6334211;0.000173925;0.00016068
1981;244.7310936;0.000170543;0.000161571
1982;122.5153508;0.000167393;0.000158897
1983;141.1589911;0.000162453;0.000165136
1984;146.4857455;0.000157575;0.000170484
1985;74.57456133;0.000149137;0.000166027
1986;37.28728066;0.000147062;0.000164245
1987;0.06458856;0.000156065;0.000165136
1988;0;0.000167055;0.000174049
1989;0;0.000150683;0.000181179
1990;0;0.000131683;0.000176723
1991;0;0.000116601;0.000155332
1992;0;9.24E-05;0.000133942
1993;0;7.79E-05;0.000130377
1994;0;6.92E-05;0.000126812
1995;0;6.41E-05;0.000128594
1996;0;0.000067449;0.000133942
1997;0;7.64E-05;0.000145528
1998;2.66337719;9.23E-05;0.000164245
1999;66.75394142;0.00012337;0.000173158
2000;201.8632585;0.000147488;0.000194548
2001;400.6012865;0.000158181;0.000181179
2002;583.7720308;0.000161503;0.000172266
2003;734.4536159;0.000167232;0.000159789
2004;820.5808119;0.000173272;0.000157115
2005;793.8305758;0.00016897;0.000174049
2006;702.5314945;0.000167702;0.000181179
2007;515.6002742;0.00016333;0.00017494
2008;320.7436049;0.000155862;0.000156224
2009;106.5467572;0.000148707;0.00016068
2010;34.62390347;0.000148396;0.000170484
2011;0;0.000158584;0.000178505
2012;0;0.000166203;0.000182962
2013;0;0.000144791;0.000179396
2014;0;0.00013079;0.000172266
2015;0;0.000115575;0.000163354
2016;0;9.30E-05;0.000135724
2017;0;7.91E-05;0.000128594
2018;0;6.96E-05;0.00012592
2019;0;6.38E-05;0.000128594
2020;0;6.66E-05;0.000130377
2021;0;7.59E-05;0.000147311
2022;0;9.23E-05;0.000179396
2023;5.32675438;0.000125765;0.00018207
2024;23.97039471;0.000152934;0.000185635
2025;47.94078943;0.000165134;0.000190092
2026;63.92105257;0.000171555;0.000184744
2027;114.5252192;0.00017385;0.000166919
2028;133.1688595;0.000177296;0.000155332
2029;159.8026314;0.000173197;0.000148202
2030;149.1491227;0.000169409;0.00014642
2031;203.8119984;0.000165331;0.000147311
2032;79.90131571;0.000161996;0.000154441
2033;42.61403504;0.00015658;0.000159789
2034;31.96052628;0.00015558;0.000155332
2035;2.66337719;0.000162736;0.000163354
2036;0;0.000170393;0.000170484
2037;0;0.000151617;0.000171375
2038;0;0.000133702;0.000163354
2039;0;0.000122208;0.00015355
2040;0;0.000099872;0.000129486
2041;0;8.33E-05;0.000127703
2042;0;7.31E-05;0.000123247
2043;0;7.14E-05;0.000129486
2044;0;0.000074094;0.000141072
2045;0;7.88E-05;0.000151767
2046;0;9.35E-05;0.000155332
2047;29.29714909;0.000122272;0.000166027
2048;66.58442976;0.000147881;0.000179396
2049;187.7741697;0.000157199;0.000182962
2050;269.0219681;0.000164837;0.000180288
2051;85.22807009;0.00017708;0.000172266
2052;206.7830362;0.000185404;0.000163354
2053;186.4364033;0.000175813;0.000163354
2054;146.4857455;0.000168505;0.000170484
2055;55.930921;0.000163585;0.000172266
2056;58.59429819;0.000156829;0.000178505
2057;21.30701752;0.000149817;0.000173158
2058;7.99013157;0.000149332;0.000158897
2059;0;0.00015429;0.000162462
2060;0;0.000160209;0.000168701
2061;0;0.000143737;0.000170484
2062;0;0.000123996;0.000166027
2063;0;0.000112471;0.000163354
2064;0;9.28E-05;0.000154441
2065;0;0.000076405;0.000149093
2066;0;6.75E-05;0.000137507
2067;0;6.13E-05;0.000136616
2068;0;6.15E-05;0.000133942
2069;0;6.28E-05;0.000142855
2070;2.66337719;6.42E-05;0.000149093
2071;34.62390347;0.000063433;0.000166919
2072;129.1153639;7.83E-05;0.000174049
2073;198.2381182;9.50E-05;0.000173158
2074;293.2666753;0.000109553;0.000158006
2075;655.975103;0.000115007;0.000149093
2076;975.0481897;0.000116763;0.000133051
2077;922.2300391;0.000112256;0.000152658
2078;787.5639491;0.000108822;0.000139289
2079;512.4270682;0.00010279;0.000137507
2080;152.9543287;0.000103322;0.000149985
2081;50.60416662;0.000100226;0.000149985
2082;12.63637831;0.00010407;0.000151767
2083;0;0.000116734;0.000173158
2084;0;0.000125398;0.000174049
2085;0;0.000107428;0.00018207
2086;0;9.28E-05;0.000166027
2087;0;8.64E-05;0.000145528
2088;0;0.000068525;0.000112551
2089;0;5.30E-05;0.000105421
2090;0;3.20E-05;0.000102748
2091;0;3.74E-05;0.000108986
2092;0;3.67E-05;0.000121464
2093;0;3.89E-05;0.000133051
2094;0;3.64E-05;0.000123247
2095;31.96052628;4.08E-05;0.000154441
2096;66.58442976;5.40E-05;0.000164245
2097;55.930921;7.17E-05;0.000162462
2098;101.2083332;8.53E-05;0.000161571
2099;138.4956139;0.000103249;0.00016068
2100;202.4166665;0.000105393;0.000159789
2101;157.1392542;9.37E-05;0.000154441
2102;111.861842;8.62E-05;0.000151767
2103;87.89144728;0.000082891;0.000158897
2104;69.24780695;7.83E-05;0.000149985
2105;42.61403504;7.94E-05;0.000147311
2106;10.65350876;9.71E-05;0.000149093
2107;0;0.000102712;0.000150876
2108;0;0.000109451;0.000161571
2109;0;0.000106181;0.000162462
2110;0;0.000106043;0.000158006
2111;0;8.98E-05;0.000152658
2112;0;7.43E-05;0.000139289
2113;0;7.05E-05;0.000133051
2114;0;6.79E-05;0.000127703
2115;0;7.28E-05;0.000134833
2116;0;7.97E-05;0.000139289
2117;0;9.59E-05;0.000144637
2118;2.66337719;0.000129104;0.000159789
2119;37.28728066;0.000156975;0.00016781
2120;248.4618529;0.000173053;0.000184744
2121;131.4713198;0.000182619;0.000182962
2122;311.6810884;0.000187493;0.000170484
2123;116.241153;0.000193399;0.000165136
2124;264.1974719;0.000192752;0.000158897
2125;684.532441;0.000190135;0.00015355
2126;461.2876039;0.000187525;0.000147311
2127;396.9527918;0.00018;0.000166027
2128;334.7845563;0.000170166;0.00017494
2129;238.0382845;0.000161716;0.000174049
2130;76.91699469;0.000163053;0.000166919
2131;5.39134294;0.000165338;0.00016068
2132;0;0.000166817;0.000169593
2133;0;0.000152686;0.000171375
2134;0;0.00013251;0.000178505
2135;0;0.00010696;0.000161571
2136;0;8.79E-05;0.000135724
2137;0;0.000079307;0.000130377
2138;0;8.01E-05;0.000127703
2139;0;8.02E-05;0.000127703
2140;0;8.97E-05;0.000149093
2141;0;0.000103197;0.000165136
2142;2.66337719;0.00013228;0.000182962
2143;15.01384993;0.000165969;0.000199004
2144;47.94078943;0.000184844;0.000211482
2145;303.6861461;0.000189005;0.00021683
2146;350.4977701;0.000195086;0.000208808
2147;371.7296305;0.000198762;0.000180288
2148;342.5231419;0.000196966;0.000170484
2149;601.0857603;0.000195226;0.00016781
2150;178.6220224;0.000190291;0.000168701
2151;122.5153508;0.000180103;0.000181179
2152;106.5350876;0.000167801;0.000190983
2153;139.4418569;0.000165678;0.000194548
2154;69.84049928;0.000164543;0.000204352
2155;5.32675438;0.000170403;0.000214156
2156;0;0.00017409;0.000201678
2157;0;0.000160779;0.000190092
2158;0;0.000142421;0.0001892
2159;0;0.000119679;0.000166027
2160;0;9.90E-05;0.000149985
