Counter;Sol_irradiation [Wh/sqm];P*;Q*
7356;797.8734392;0.000181715;0.00014642
7357;768.9276916;0.000176049;0.000141963
7358;669.5969585;0.00017151;0.000144637
7359;511.6115311;0.000164732;0.000150876
7360;257.6116749;0.000162806;0.000150876
7361;5.45593149;0.000163761;0.000154441
7362;0;0.00018336;0.000158897
7363;0;0.000184205;0.000157115
7364;0;0.000176019;0.00015355
7365;0;0.000156184;0.000148202
7366;0;0.000137359;0.000147311
7367;0;0.000121094;0.000141072
7368;0;9.91E-05;0.000121464
7369;0;8.35E-05;0.000113443
7370;0;0.000075314;0.000108986
7371;0;7.14E-05;0.000113443
7372;0;7.41E-05;0.000117899
7373;0;0.000082406;0.000133051
7374;0;0.000100669;0.000151767
7375;0;0.000139397;0.000159789
7376;18.64364033;0.000165407;0.000175831
7377;261.7650157;0.000171958;0.000170484
7378;275.4581022;0.000169997;0.000164245
7379;673.0969263;0.000172278;0.000154441
7380;734.1925738;0.000178651;0.000151767
7381;719.1695425;0.00017792;0.000148202
7382;588.5880235;0.00017231;0.000141072
7383;242.9501808;0.000166112;0.000140181
7384;48.31518801;0.000162558;0.000137507
7385;7.99013157;0.000163141;0.000143746
7386;0;0.000183001;0.000149985
7387;0;0.00018401;0.00016068
7388;0;0.000175321;0.000155332
7389;0;0.000155654;0.000149985
7390;0;0.000135729;0.000145528
7391;0;0.000119769;0.000124138
7392;0;9.74E-05;0.000113443
7393;0;8.16E-05;0.000106313
7394;0;7.12E-05;0.000108986
7395;0;6.61E-05;0.00011879
7396;0;6.84E-05;0.00011879
7397;0;7.65E-05;0.00011879
7398;0;9.47E-05;0.000125029
7399;0;0.000134688;0.000133942
7400;7.99013157;0.000161367;0.000162462
7401;229.6203219;0.000168859;0.000148202
7402;339.7411807;0.00016579;0.000134833
7403;300.5305757;0.000171695;0.000115225
7404;352.4555939;0.000178564;0.000119682
7405;586.9371117;0.000174598;0.000117008
7406;389.1016466;0.000170543;0.000119682
7407;226.1937966;0.000163891;0.000120573
7408;151.504669;0.000160345;0.000120573
7409;10.65350876;0.000161185;0.000124138
7410;0;0.000181725;0.000126812
7411;0;0.000182382;0.000127703
7412;0;0.000172881;0.000127703
7413;0;0.000154762;0.000126812
7414;0;0.000136324;0.00011166
7415;0;0.000120229;0.000107204
7416;0;9.84E-05;0.000099183
7417;0;8.21E-05;0.000093835
7418;0;7.29E-05;0.000085814
7419;0;0.000068964;0.000088487
7420;0;7.16E-05;0.000092052
7421;0;7.83E-05;0.000096509
7422;0;0.000094477;0.000106313
7423;0;0.000134416;0.000115225
7424;2.66337719;0.000160595;0.00012592
7425;29.29714909;0.000168748;0.000137507
7426;47.94078943;0.000170687;0.000113443
7427;114.5252192;0.000179162;0.000108095
7428;85.22807009;0.000183333;0.000110769
7429;142.2644188;0.000177554;0.000108095
7430;87.89144728;0.000170046;0.000105421
7431;31.96052628;0.000162922;0.000110769
7432;19.47315448;0.000158412;0.00011166
7433;5.32675438;0.000160128;0.00011166
7434;0;0.000178389;0.00011879
7435;0;0.000174123;0.000123247
7436;0;0.000163916;0.00011879
7437;0;0.000145637;0.000110769
7438;0;0.000127236;0.0000974
7439;0;0.000114655;0.000092944
7440;0;9.50E-05;0.00009027
7441;0;7.87E-05;0.000087596
7442;0;6.77E-05;0.00008314
7443;0;6.20E-05;0.000079575
7444;0;6.04E-05;0.000076901
7445;0;6.19E-05;0.00007601
7446;0;6.42E-05;0.000105421
7447;0;0.000073912;0.000087596
7448;5.32675438;8.82E-05;0.000084922
7449;23.97039471;0.000106962;0.000091161
7450;119.9135876;0.000120452;0.000102748
7451;121.5806122;0.000128663;0.000117899
7452;265.9450032;0.000131529;0.000121464
7453;145.8284827;0.000131283;0.000112551
7454;215.0501944;0.000122247;0.000084922
7455;123.5136634;0.000115641;0.00009027
7456;23.97039471;0.000114927;0.000096509
7457;2.66337719;0.000120854;0.000098291
7458;0;0.000138654;0.000099183
7459;0;0.000139107;0.000108986
7460;0;0.000126691;0.000109878
7461;0;0.000107005;0.00011166
7462;0;0.000093825;0.000098291
7463;0;8.83E-05;0.000095617
7464;0;7.20E-05;0.000087596
7465;0;5.88E-05;0.000085814
7466;0;4.93E-05;0.00008314
7467;0;4.46E-05;0.000084031
7468;0;4.27E-05;0.00008314
7469;0;4.38E-05;0.000084922
7470;0;4.44E-05;0.000086705
7471;0;4.69E-05;0.000086705
7472;8.05472013;5.36E-05;0.000084031
7473;179.7750033;6.79E-05;0.000105421
7474;483.6884166;8.23E-05;0.000110769
7475;490.7173614;9.40E-05;0.00011166
7476;546.1102929;0.000104238;0.000095617
7477;526.7653997;9.84E-05;0.000096509
7478;337.389838;8.82E-05;0.000096509
7479;186.0847938;8.20E-05;0.000095617
7480;53.26754381;8.06E-05;0.000096509
7481;8.05472013;8.73E-05;0.0000974
7482;0;0.000114044;0.000110769
7483;0;0.00012264;0.000110769
7484;0;0.000115685;0.000109878
7485;0;0.000104329;0.000110769
7486;0;9.47E-05;0.000106313
7487;0;9.24E-05;0.000101856
7488;0;7.44E-05;0.000094726
7489;0;0.000061425;0.000084031
7490;0;5.40E-05;0.000084031
7491;0;5.20E-05;0.000084031
7492;0;5.37E-05;0.000084922
7493;0;6.47E-05;0.000084031
7494;0;8.83E-05;0.000084031
7495;0;0.000135608;0.000084922
7496;5.39134294;0.000164865;0.000106313
7497;117.4250377;0.000176385;0.000125029
7498;261.5710557;0.000178531;0.00012592
7499;342.2829956;0.000184096;0.00011166
7500;331.7043482;0.00019247;0.000101856
7501;167.7221972;0.000193087;0.000106313
7502;77.23793852;0.000192034;0.000109878
7503;34.62390347;0.000183156;0.000116117
7504;23.97039471;0.000178439;0.000122355
7505;2.66337719;0.000177696;0.000121464
7506;0;0.000193591;0.000121464
7507;0;0.000191464;0.000122355
7508;0;0.000182313;0.000122355
7509;0;0.00016419;0.000122355
7510;0;0.000145981;0.000122355
7511;0;0.000128976;0.000114334
7512;0;0.000105024;0.000093835
7513;0;8.92E-05;0.000089379
7514;0;8.16E-05;0.000084922
7515;0;7.76E-05;0.000084031
7516;0;8.01E-05;0.000088487
7517;0;8.96E-05;0.000091161
7518;0;0.000108694;0.000096509
7519;0;0.000149672;0.000107204
7520;0;0.000180261;0.000114334
7521;15.98026314;0.000186987;0.000112551
7522;31.96052628;0.000185907;0.000113443
7523;66.58442976;0.000191176;0.000112551
7524;47.94078943;0.000196974;0.000107204
7525;69.24780695;0.000192711;0.000102748
7526;29.29714909;0.000190376;0.000096509
7527;18.64364033;0.000187777;0.0000974
7528;13.31688595;0.00018232;0.0000974
7529;0;0.000182077;0.000099183
7530;0;0.000197166;0.0000974
7531;0;0.000195143;0.000116117
7532;0;0.000186274;0.000117008
7533;0;0.000168411;0.000106313
7534;0;0.000148638;0.000105421
7535;0;0.000127928;0.000087596
7536;0;0.000105242;0.000082248
7537;0;8.98E-05;0.000077792
7538;0;8.12E-05;0.000070662
7539;0;7.64E-05;0.000074227
7540;0;7.86E-05;0.000079575
7541;0;8.81E-05;0.000085814
7542;0;0.000105042;0.000092052
7543;0;0.00014658;0.000102748
7544;0.06458856;0.000173003;0.000105421
7545;10.65350876;0.00017997;0.000106313
7546;23.97039471;0.000183312;0.000102748
7547;42.61403504;0.000189913;0.000101856
7548;55.930921;0.000194111;0.0000974
7549;74.57456133;0.000191428;0.000098291
7550;101.2083332;0.000189163;0.000100074
7551;113.6443112;0.000183452;0.00010453
7552;119.4491469;0.000177637;0.000099183
7553;7.99013157;0.000178262;0.000106313
7554;0;0.000193104;0.000100965
7555;0;0.000190615;0.000095617
7556;0;0.000183905;0.000108095
7557;0;0.000165602;0.000108986
7558;0;0.000146839;0.000105421
7559;0;0.000129345;0.000092944
7560;0;0.000106501;0.00008314
7561;0;9.09E-05;0.000077792
7562;0;8.32E-05;0.00007601
7563;0;7.98E-05;0.000074227
7564;0;8.15E-05;0.000078683
7565;0;8.88E-05;0.000085814
7566;0;0.000106736;0.000092944
7567;0;0.000147657;0.000110769
7568;2.66337719;0.0001756;0.000119682
7569;21.30701752;0.000181736;0.000109878
7570;42.61403504;0.000183167;0.000096509
7571;116.1244134;0.000189529;0.0000974
7572;179.7002287;0.000193306;0.000098291
7573;153.6237675;0.000190537;0.000086705
7574;126.4338755;0.000187586;0.000092052
7575;31.96052628;0.00017719;0.000091161
7576;47.75071893;0.000171911;0.000095617
7577;5.32675438;0.000171922;0.000100965
7578;0;0.000190292;0.00011166
7579;0;0.000190082;0.000122355
7580;0;0.000181428;0.000122355
7581;0;0.000162884;0.000116117
7582;0;0.00014649;0.000106313
7583;0;0.000130622;0.000100965
7584;0;0.000108227;0.000092052
7585;0;9.14E-05;0.000086705
7586;0;8.16E-05;0.000084031
7587;0;7.70E-05;0.000085814
7588;0;7.92E-05;0.000086705
7589;0;8.52E-05;0.000091161
7590;0;0.000103908;0.000100074
7591;0;0.000146677;0.000116117
7592;2.66337719;0.000176148;0.000123247
7593;23.97039471;0.000172437;0.000122355
7594;77.23793852;0.000183395;0.000127703
7595;134.9384118;0.000197621;0.000126812
7596;234.5567306;0.000202539;0.000139289
7597;77.23793852;0.000197014;0.000120573
7598;254.1368363;0.000188219;0.000087596
7599;69.24780695;0.000179649;0.000093835
7600;29.29714909;0.000175032;0.00010453
7601;5.32675438;0.00017647;0.000123247
7602;0;0.0001914;0.000133942
7603;0;0.000184336;0.000135724
7604;0;0.000174358;0.000139289
7605;0;0.000152598;0.000147311
7606;0;0.000136941;0.000137507
7607;0;0.000123533;0.000117899
7608;0;0.000106333;0.000100965
7609;0;9.27E-05;0.000107204
7610;0;8.00E-05;0.000101856
7611;0;7.62E-05;0.000098291
7612;0;7.70E-05;0.000103639
7613;0;7.85E-05;0.000108095
7614;0;7.97E-05;0.000112551
7615;0;8.66E-05;0.000130377
7616;5.32675438;0.000102122;0.000139289
7617;131.7859164;0.000115706;0.000140181
7618;193.7637101;0.000129591;0.000141963
7619;424.8267303;0.00013998;0.00011879
7620;244.2387123;0.000144584;0.00011879
7621;168.3830924;0.000142315;0.000123247
7622;106.5350876;0.000134553;0.000129486
7623;63.92105257;0.000126514;0.000131268
7624;18.64364033;0.000122648;0.000125029
7625;2.66337719;0.000128765;0.000137507
7626;0;0.000141539;0.000141963
7627;0;0.00013906;0.000141072
7628;0;0.000129237;0.000138398
7629;0;0.000114001;0.000137507
7630;0;0.000102731;0.000133051
7631;0;9.50E-05;0.000119682
7632;0;7.89E-05;0.000102748
7633;0;6.47E-05;0.000101856
7634;0;5.39E-05;0.000100074
7635;0;4.93E-05;0.000100965
7636;0;4.86E-05;0.00011166
7637;0;5.13E-05;0.00011166
7638;0;5.26E-05;0.000116117
7639;0;5.44E-05;0.000133942
7640;0;6.37E-05;0.000130377
7641;5.32675438;8.01E-05;0.000127703
7642;21.30701752;9.86E-05;0.000131268
7643;45.27741224;0.000112517;0.000128594
7644;45.27741224;0.000125825;0.000132159
7645;45.27741224;0.000123777;0.000136616
7646;42.61403504;0.000113217;0.000132159
7647;21.30701752;0.000104881;0.000132159
7648;15.98026314;0.000103425;0.000132159
7649;0;0.000110447;0.000131268
7650;0;0.000128667;0.000134833
7651;0;0.000132419;0.000139289
7652;0;0.000124871;0.000149093
7653;0;0.000112398;0.000142855
7654;0;0.000101306;0.000122355
7655;0;9.89E-05;0.000108986
7656;0;8.20E-05;0.000103639
7657;0;6.78E-05;0.00010453
7658;0;6.04E-05;0.000102748
7659;0;5.89E-05;0.000099183
7660;0;6.10E-05;0.000108986
7661;0;7.32E-05;0.000110769
7662;0;9.53E-05;0.00011166
7663;0;0.000139432;0.00011879
7664;2.66337719;0.000171097;0.000131268
7665;18.64364033;0.000183001;0.00012592
7666;34.62390347;0.000185874;0.000131268
7667;47.94078943;0.000189216;0.000134833
7668;101.2083332;0.000197541;0.000125029
7669;71.91118414;0.000194861;0.000110769
7670;47.94078943;0.00019036;0.000113443
7671;45.27741224;0.000185959;0.000120573
7672;18.64364033;0.000182274;0.000125029
7673;2.66337719;0.000184275;0.000126812
7674;0;0.000194799;0.00012592
7675;0;0.000190959;0.000128594
7676;0;0.000181757;0.000133942
7677;0;0.000162056;0.000133051
7678;0;0.000144382;0.000128594
7679;0;0.000129605;0.000117008
7680;0;0.00010634;0.000112551
7681;0;8.84E-05;0.000107204
7682;0;7.97E-05;0.000099183
7683;0;0.000076875;0.000099183
7684;0;7.91E-05;0.000106313
7685;0;8.80E-05;0.000117008
7686;0;0.000102689;0.000131268
7687;0;0.000144222;0.000138398
7688;0;0.000173801;0.000147311
7689;5.32675438;0.000182844;0.000140181
7690;29.29714909;0.000185548;0.000135724
7691;82.45907778;0.000190498;0.000133051
7692;45.27741224;0.000196757;0.000132159
7693;103.0347161;0.000195379;0.000132159
7694;61.25767538;0.000194192;0.000125029
7695;37.28728066;0.000188218;0.000124138
7696;5.32675438;0.000188054;0.000125029
7697;0;0.000187415;0.000127703
7698;0;0.000199236;0.000140181
7699;0;0.000196179;0.000139289
7700;0;0.000186922;0.000127703
7701;0;0.000170067;0.000127703
7702;0;0.000153405;0.000122355
7703;0;0.000140389;0.000114334
7704;0;0.000119544;0.00010453
7705;0;0.00009994;0.000095617
7706;0;9.20E-05;0.000092052
7707;0;8.85E-05;0.000092944
7708;0;9.10E-05;0.000103639
7709;0;0.000098531;0.00010453
7710;0;0.000115422;0.000115225
7711;0;0.000153665;0.000132159
7712;2.66337719;0.000182194;0.000149985
7713;26.6337719;0.000190623;0.000150876
7714;192.3471384;0.000190476;0.000142855
7715;90.55482447;0.000195439;0.000137507
7716;177.4702679;0.000201635;0.000130377
7717;157.8587288;0.000196686;0.000123247
7718;285.3118289;0.000192606;0.000127703
7719;99.38095379;0.000184468;0.00012592
7720;36.71208092;0.000179569;0.000131268
7721;5.32675438;0.000179003;0.000135724
7722;0;0.000193421;0.000138398
7723;0;0.000191075;0.00012592
7724;0;0.00018543;0.000124138
7725;0;0.000170968;0.000127703
7726;0;0.000152439;0.000124138
7727;0;0.000137245;0.00011879
7728;0;0.000115589;0.000109878
7729;0;0.000101938;0.000102748
7730;0;9.26E-05;0.000098291
7731;0;9.05E-05;0.000098291
7732;0;0.00009231;0.000099183
7733;0;0.000100053;0.000108986
7734;0;0.000118903;0.000136616
7735;0;0.000158644;0.000141963
7736;2.66337719;0.000188868;0.000145528
7737;58.685569;0.000197183;0.000149985
7738;79.44387504;0.000198822;0.000140181
7739;176.4821881;0.000205463;0.000135724
7740;317.408006;0.000208487;0.000131268
7741;281.6959303;0.000204216;0.000130377
7742;90.55482447;0.000202475;0.000126812
7743;53.26754381;0.000196635;0.000137507
7744;18.64364033;0.000195042;0.000133942
7745;2.66337719;0.00020014;0.000149093
7746;0;0.000208484;0.000150876
7747;0;0.000202512;0.00014642
7748;0;0.000189923;0.000141072
7749;0;0.000168058;0.000138398
7750;0;0.000150169;0.000133051
7751;0;0.000133256;0.000129486
7752;0;0.000112482;0.000114334
7753;0;9.55E-05;0.00011166
7754;0;8.41E-05;0.00010453
7755;0;8.08E-05;0.000105421
7756;0;8.24E-05;0.000117008
7757;0;8.84E-05;0.00012592
7758;0;0.000103571;0.00014642
7759;0;0.000141762;0.000154441
7760;0;0.00017519;0.000161571
7761;112.2989096;0.00018454;0.000152658
7762;228.8716447;0.00018498;0.000148202
7763;242.4343033;0.00018804;0.00014642
7764;111.3962838;0.000194345;0.000141072
7765;132.541753;0.00019118;0.000136616
7766;93.21820166;0.000185342;0.000136616
7767;45.27741224;0.000177133;0.000136616
7768;13.31688595;0.000174619;0.000126812
7769;0;0.000179227;0.000140181
7770;0;0.000187092;0.000143746
7771;0;0.000180769;0.000151767
7772;0;0.000170183;0.000154441
7773;0;0.000150641;0.000137507
7774;0;0.000134843;0.000132159
7775;0;0.000122675;0.000132159
7776;0;0.000102749;0.000124138
7777;0;8.55E-05;0.000120573
7778;0;7.45E-05;0.000116117
7779;0;7.05E-05;0.000136616
7780;0;6.95E-05;0.000136616
7781;0;7.18E-05;0.000138398
7782;0;7.20E-05;0.000148202
7783;0;7.76E-05;0.000158006
7784;0;9.44E-05;0.00016068
7785;7.99013157;0.000111145;0.000162462
7786;26.6337719;0.00012585;0.000180288
7787;47.94078943;0.000134624;0.000180288
7788;63.92105257;0.000138542;0.000165136
7789;113.9611801;0.00013366;0.000168701
7790;225.4574329;0.000125921;0.00016781
7791;197.9917266;0.000118608;0.000165136
7792;110.8425282;0.000119595;0.000169593
7793;2.66337719;0.000129067;0.000184744
7794;0;0.00014354;0.000184744
7795;0;0.000141888;0.000188309
7796;0;0.000131347;0.000193657
7797;0;0.000115779;0.000185635
7798;0;0.000104018;0.000176723
7799;0;9.84E-05;0.000173158
7800;0;8.32E-05;0.000164245
7801;0;6.88E-05;0.000157115
7802;0;5.91E-05;0.00016068
7803;0;5.62E-05;0.000161571
7804;0;5.56E-05;0.000158006
7805;0;5.52E-05;0.000168701
7806;0;5.39E-05;0.00018207
7807;0;5.25E-05;0.000190092
7808;2.66337719;6.13E-05;0.000190092
7809;52.54055998;7.80E-05;0.000206134
7810;71.32374662;9.49E-05;0.0002097
7811;50.60416662;0.000104015;0.000225742
7812;154.5248865;0.000112777;0.000229307
7813;443.3783524;0.000111419;0.000237329
7814;105.8896784;0.000105161;0.000240003
7815;39.95065785;0.000101048;0.000224851
7816;10.65350876;0.000100397;0.000221286
7817;0.06458856;0.000108695;0.0002097
7818;0;0.00012531;0.000214156
7819;0;0.000127729;0.000213265
7820;0;0.000122567;0.000185635
7821;0;0.00011147;0.000185635
7822;0;0.000104375;0.000190983
7823;0;0.000102098;0.0001892
7824;0;0.000086968;0.000175831
7825;0;7.45E-05;0.000171375
7826;0;6.63E-05;0.000172266
7827;0;6.42E-05;0.000183853
7828;0;6.64E-05;0.000194548
7829;0;0.000074859;0.000206134
7830;0;9.53E-05;0.000221286
7831;0;0.000137215;0.000246242
7832;0;0.000168201;0.000249807
7833;10.65350876;0.000177938;0.000253372
7834;105.2262665;0.000179375;0.000246242
7835;343.0501481;0.000183427;0.000226634
7836;161.175247;0.000185687;0.000199896
7837;378.0339522;0.00018293;0.000204352
7838;546.2726968;0.000181406;0.000211482
7839;418.4784207;0.000178977;0.000207917
7840;187.4028697;0.00017891;0.000221286
7841;0;0.000182405;0.000233764
7842;0;0.000196435;0.000229307
7843;0;0.000194567;0.0002097
7844;0;0.000187959;0.000202569
7845;0;0.000171884;0.000207917
7846;0;0.000153517;0.000206134
7847;0;0.000139663;0.000195439
7848;0;0.000119162;0.000169593
7849;0;0.000102803;0.000169593
7850;0;0.000095553;0.000152658
7851;0;9.24E-05;0.000156224
7852;0;9.51E-05;0.000165136
7853;0;0.000102393;0.00016781
7854;0;0.000117498;0.000186527
7855;0;0.000155367;0.000206134
7856;2.66337719;0.000183889;0.000248024
7857;67.88875118;0.000192117;0.000225742
7858;199.5408168;0.000180344;0.000226634
7859;147.4810476;0.000197945;0.000219503
7860;187.9726127;0.000202078;0.000218612
7861;93.21820166;0.000201023;0.000219503
7862;47.94078943;0.00019927;0.000222177
7863;61.25767538;0.000197137;0.000231981
7864;18.64364033;0.000194793;0.00023109
7865;0;0.000201596;0.000237329
7866;0;0.000213943;0.000227525
7867;0;0.000209964;0.000227525
7868;0;0.000199287;0.000226634
7869;0;0.000180249;0.000214156
7870;0;0.000160384;0.000204352
7871;0;0.000146413;0.000190983
7872;0;0.00012519;0.00017494
7873;0;0.00010913;0.000166919
7874;0;9.95E-05;0.000149093
7875;0;9.41E-05;0.00016781
7876;0;9.46E-05;0.000169593
7877;0;0.000101434;0.000178505
7878;0;0.00011392;0.000184744
7879;0;0.000153685;0.000197222
7880;0;0.000183479;0.000233764
7881;7.99013157;0.000192884;0.000215047
7882;26.6337719;0.000194659;0.000206134
7883;58.59429819;0.000198137;0.000201678
7884;34.62390347;0.000199127;0.000194548
7885;47.94078943;0.000195682;0.000190983
7886;47.94078943;0.000194029;0.000178505
7887;29.29714909;0.000189431;0.000173158
7888;13.31688595;0.000188313;0.00018207
7889;0;0.00019234;0.000191874
7890;0;0.000201379;0.0002097
7891;0;0.000197977;0.000202569
7892;0;0.000189365;0.000203461
7893;0;0.000171031;0.000201678
7894;0;0.000153413;0.000194548
7895;0;0.000140597;0.000169593
7896;0;0.000118958;0.000164245
7897;0;0.000101597;0.000152658
7898;0;9.27E-05;0.000149093
7899;0;0.000087665;0.000155332
7900;0;0.000088491;0.000170484
7901;0;9.48E-05;0.000170484
7902;0;0.000111228;0.000196331
7903;0;0.000150319;0.000205243
7904;0.06458856;0.000180956;0.000215047
7905;18.64364033;0.00018867;0.000220395
7906;85.29827426;0.000188533;0.000195439
7907;371.0809547;0.000190407;0.000183853
7908;556.0972648;0.000191892;0.00018207
7909;602.2251786;0.00018865;0.000173158
7910;496.1832687;0.000186317;0.000152658
7911;205.0060867;0.000183176;0.000169593
7912;73.08753239;0.000181611;0.000190983
7913;0;0.000187026;0.000207917
7914;0;0.000197503;0.000212373
7915;0;0.000193329;0.000208808
7916;0;0.000186465;0.000199896
7917;0;0.000169009;0.000194548
7918;0;0.000152527;0.0001892
7919;0;0.000137819;0.000172266
7920;0;0.000117193;0.00016068
7921;0;0.000101223;0.000149093
7922;0;9.20E-05;0.000144637
7923;0;8.71E-05;0.000142855
7924;0;8.81E-05;0.000142855
7925;0;9.46E-05;0.00015355
7926;0;0.000110294;0.000163354
7927;0;0.000147976;0.000182962
7928;2.66337719;0.000179596;0.000207026
7929;132.8357979;0.00018785;0.0002097
7930;370.3584068;0.000188157;0.000199004
7931;540.5617383;0.000190127;0.000190092
7932;626.7458645;0.000189242;0.000179396
7933;640.456975;0.000185452;0.00018207
7934;558.3912435;0.000179259;0.000180288
7935;377.1772304;0.000173668;0.000204352
7936;180.5491107;0.000171551;0.000191874
7937;0;0.000179439;0.000206134
7938;0;0.000191544;0.000199004
7939;0;0.000187089;0.000190092
7940;0;0.000178241;0.000178505
7941;0;0.000159329;0.00017494
7942;0;0.000144626;0.000173158
7943;0;0.000135159;0.000159789
7944;0;0.000115719;0.000157115
7945;0;9.97E-05;0.000148202
7946;0;9.06E-05;0.00014642
7947;0;0.000085066;0.000144637
7948;0;8.32E-05;0.000152658
7949;0;8.40E-05;0.000162462
7950;0;8.36E-05;0.00016781
7951;0;8.81E-05;0.000186527
7952;0;0.00010459;0.00018207
7953;5.32675438;0.000120237;0.000185635
7954;24.32362549;0.000135753;0.000193657
7955;29.29714909;0.00014211;0.000199004
7956;45.27741224;0.00014643;0.000194548
7957;133.070792;0.000143143;0.00017494
7958;186.9592562;0.00013463;0.000165136
7959;123.2953702;0.000127573;0.000164245
7960;80.10091335;0.00012536;0.000170484
7961;0;0.000134434;0.000193657
7962;0;0.000148852;0.000199896
7963;0;0.000147566;0.000195439
7964;0;0.000139083;0.000184744
7965;0;0.000125488;0.000178505
7966;0;0.000115414;0.000169593
7967;0;0.000111997;0.000157115
7968;0;9.79E-05;0.000154441
7969;0;8.48E-05;0.00015355
7970;0;7.25E-05;0.000150876
7971;0;6.73E-05;0.000145528
7972;0;6.60E-05;0.000129486
7973;0;6.54E-05;0.000139289
7974;0;6.16E-05;0.000152658
7975;0;5.90E-05;0.000158006
7976;0;6.90E-05;0.00016781
7977;7.99013157;8.55E-05;0.000169593
7978;23.97039471;0.000103461;0.000186527
7979;50.60416662;0.00011738;0.000185635
7980;50.60416662;0.000129948;0.000182962
7981;21.30701752;0.000129734;0.000178505
7982;31.96052628;0.000123035;0.000182962
7983;47.94078943;0.000117843;0.000178505
7984;10.65350876;0.000118321;0.000176723
7985;0;0.000127839;0.000172266
7986;0;0.000141538;0.000174049
7987;0;0.000144353;0.000176723
7988;0;0.000134784;0.000175831
7989;0;0.000125062;0.000174049
7990;0;0.000121674;0.000170484
7991;0;0.000119922;0.000169593
7992;0;0.000101105;0.000154441
7993;0;8.14E-05;0.000142855
7994;0;7.28E-05;0.000155332
7995;0;7.08E-05;0.000152658
7996;0;7.53E-05;0.000145528
7997;0;8.44E-05;0.000156224
7998;0;0.000104444;0.000168701
7999;0;0.000147349;0.000190092
8000;0;0.000180494;0.000199896
8001;51.32003057;0.000191724;0.000206134
8002;61.25767538;0.000193033;0.000202569
8003;66.58442976;0.00019708;0.00018207
8004;71.91118414;0.00020447;0.000184744
8005;82.5646929;0.000200478;0.000188309
8006;50.60416662;0.000201414;0.000180288
8007;13.31688595;0.00019429;0.000198113
8008;5.32675438;0.000191719;0.000193657
8009;0;0.00019508;0.000201678
8010;0;0.000203656;0.000205243
8011;0;0.000200292;0.000200787
8012;0;0.000193452;0.0001892
8013;0;0.000176692;0.000184744
8014;0;0.000158886;0.000170484
8015;0;0.000142876;0.00016068
8016;0;0.00011656;0.000147311
8017;0;9.72E-05;0.000140181
8018;0;8.57E-05;0.000142855
8019;0;0.000081876;0.000149093
8020;0;0.000086339;0.00016068
8021;0;9.57E-05;0.000169593
8022;0;0.000113317;0.000175831
8023;0;0.000152304;0.000197222
8024;0;0.00018298;0.000208808
8025;47.10521077;0.000194118;0.000204352
8026;308.1483544;0.000192187;0.000203461
8027;355.5296712;0.000196103;0.000199004
8028;119.8519736;0.000201584;0.000173158
8029;149.3280361;0.000199166;0.000175831
8030;137.8264974;0.000196551;0.000170484
8031;61.25767538;0.000191581;0.00016781
8032;13.31688595;0.0001879;0.000194548
8033;0;0.000191721;0.000191874
8034;0;0.000201052;0.000190092
8035;0;0.000196776;0.000190983
8036;0;0.000188414;0.000180288
8037;0;0.000172034;0.000182962
8038;0;0.00015555;0.000172266
8039;0;0.000136396;0.000158006
8040;0;0.000113116;0.000135724
8041;0;9.76E-05;0.000124138
8042;0;8.77E-05;0.000127703
8043;0;0.00008549;0.000129486
8044;0;8.78E-05;0.00011879
8045;0;9.57E-05;0.000134833
8046;0;0.000111986;0.000151767
8047;0;0.000149743;0.00015355
8048;0;0.000180876;0.000170484
8049;7.99013157;0.000191071;0.00016781
8050;23.97039471;0.000191359;0.000161571
8051;21.30701752;0.00019645;0.000170484
8052;29.29714909;0.000199637;0.000147311
8053;39.95065785;0.000193896;0.000147311
8054;31.96052628;0.000188361;0.000169593
8055;18.64364033;0.000184051;0.000164245
8056;27.45833669;0.000182929;0.000166027
8057;0;0.000188535;0.000179396
8058;0;0.000198543;0.000145528
8059;0;0.000194111;0.000158897
8060;0;0.000185912;0.000161571
8061;0;0.000167694;0.00016068
8062;0;0.000150896;0.000147311
8063;0;0.000136599;0.000129486
8064;0;0.000112226;0.000122355
8065;0;9.36E-05;0.000123247
8066;0;8.33E-05;0.000122355
8067;0;7.92E-05;0.000122355
8068;0;8.24E-05;0.000133051
8069;0;8.97E-05;0.000132159
8070;0;0.000105296;0.000136616
8071;0;0.000146833;0.000150876
8072;0;0.000178069;0.000164245
8073;26.6337719;0.000185246;0.000163354
8074;55.930921;0.000183674;0.000164245
8075;82.5646929;0.000188748;0.000163354
8076;445.5250958;0.000191671;0.000168701
8077;508.6649845;0.000185943;0.000156224
8078;455.3505553;0.000183016;0.000156224
8079;199.9661004;0.000178663;0.000161571
8080;113.9204065;0.000177292;0.000169593
8081;0;0.00018458;0.000164245
8082;0;0.000196711;0.000142855
8083;0;0.000190866;0.00015355
8084;0;0.00018405;0.000156224
8085;0;0.000165994;0.000155332
8086;0;0.000148819;0.000152658
8087;0;0.000133385;0.000126812
8088;0;0.000111784;0.000133942
8089;0;9.66E-05;0.000119682
8090;0;8.96E-05;0.000117899
8091;0;8.84E-05;0.00011879
8092;0;9.08E-05;0.000139289
8093;0;9.75E-05;0.000141963
8094;0;0.000113339;0.000149985
8095;0;0.000154227;0.000158897
8096;0;0.000186771;0.000170484
8097;5.32675438;0.00019949;0.00016781
8098;21.30701752;0.00020157;0.000179396
8099;13.31688595;0.000202322;0.000157115
8100;13.31688595;0.000202243;0.00016068
