,Waermebedarf,Waermepumpe_th,BHKW_th,Solarthermie,Waermespeicher_in,Waermespeicher_out,Gaskessel,Waermebezug,Waermeueberschuss
2019-03-28 18:00:00,-311.6844,196.11662,115.56778,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-28 19:00:00,-313.2882,194.37986,118.90834,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-28 20:00:00,-327.726,211.42528,116.30072,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-28 21:00:00,-298.84860000000003,194.55354,104.29506,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-28 22:00:00,-261.9504,168.81003,93.140368,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-28 23:00:00,-202.5918,129.97717,72.614627,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 00:00:00,-189.7578,125.55185,64.205951,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 01:00:00,-184.9464,129.06214,55.884259,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 02:00:00,-196.1748,135.72039,60.454411,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 03:00:00,-218.6352,152.95583,65.679373,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 04:00:00,-239.49179999999998,167.99001,71.501789,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 05:00:00,-221.84459999999999,155.48672,66.357876,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 06:00:00,-277.9938,194.58818,79.490451,3.9151645,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 07:00:00,-295.641,201.39862,86.085788,8.1565926,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 08:00:00,-292.43160000000006,193.5728,92.007263,6.8515378,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 09:00:00,-290.8278,185.04821,93.381569,12.398021,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 10:00:00,-289.22400000000005,175.51547,96.742815,16.965713,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 11:00:00,-287.6202,169.78877,93.035387,24.796042,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 12:00:00,-277.9938,169.16542,89.578821,19.249559,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 13:00:00,-273.18059999999997,170.7566,88.720921,13.703076,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 14:00:00,-286.01460000000003,183.01425,92.233644,10.766702,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 15:00:00,-269.973,173.54143,87.948713,8.4828564,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 16:00:00,-265.1598,171.10062,88.83896,5.2202193,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 17:00:00,-268.3674,169.39187,97.670471,1.3050548,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 18:00:00,-271.5768,170.53998,101.03682,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 19:00:00,-290.8278,182.8134,108.0144,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 20:00:00,-292.43160000000006,185.14065,107.29095,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 21:00:00,-284.4108,179.11785,105.29295,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 22:00:00,-274.7844,177.36441,97.419989,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-29 23:00:00,-250.72019999999998,164.43204,86.288157,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 00:00:00,-239.49179999999998,157.22893,82.26287,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 01:00:00,-229.86539999999997,150.82949,79.035908,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 02:00:00,-242.6994,158.87306,83.826341,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 03:00:00,-250.72019999999998,162.59312,88.127076,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 04:00:00,-260.3466,164.36121,95.985389,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 05:00:00,-287.6202,173.53576,113.75817,0.32626371,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 06:00:00,-302.058,172.92139,124.56892,4.5676919,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 07:00:00,-332.5392,178.01557,124.08706,30.436577,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 08:00:00,-329.3316,179.25417,133.97219,16.105237,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 09:00:00,-306.87120000000004,149.93237,118.7579,38.180933,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 10:00:00,-297.24479999999994,152.20257,130.80269,14.239541,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 11:00:00,-286.01460000000003,135.16821,118.4822,32.36419,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 12:00:00,-276.39,103.90019,88.63459,83.855224,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 13:00:00,-265.1598,109.50226,99.149806,56.507731,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 14:00:00,-298.84860000000003,141.36644,108.85544,48.626717,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 15:00:00,-314.892,160.53543,113.34546,41.011108,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 16:00:00,-313.2882,167.92483,116.20368,29.15969,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 17:00:00,-300.4542,167.29258,123.73928,9.4223318,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 18:00:00,-289.22400000000005,162.24886,126.3147,0.66043951,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 19:00:00,-305.2674,174.20522,131.06218,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 20:00:00,-308.475,181.44477,127.03023,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 21:00:00,-321.309,198.02773,123.28127,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 22:00:00,-290.8278,183.66169,107.16611,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-30 23:00:00,-244.30319999999998,154.94458,89.358616,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 00:00:00,-234.67860000000002,150.58737,84.091232,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 01:00:00,-229.86539999999997,146.6749,83.190503,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 02:00:00,-229.86539999999997,146.64084,83.224557,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 03:00:00,-268.3674,172.54236,95.825043,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 04:00:00,-297.24479999999994,189.79925,107.44555,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 05:00:00,-329.3316,204.01959,124.98575,0.32626371,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 06:00:00,-358.20720000000006,213.66802,142.69999,1.8391966,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 07:00:00,-380.6676,222.28873,152.50612,5.8727467,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 08:00:00,-390.294,213.02138,140.07106,37.201553,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 09:00:00,-375.8544,197.25295,135.66548,42.935977,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 10:00:00,-324.5184,155.89574,123.08578,45.53688,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 11:00:00,-306.87120000000004,144.88117,120.03094,41.959085,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 12:00:00,-302.058,126.52936,101.89563,73.633006,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 13:00:00,-303.66179999999997,154.42533,127.35527,21.881198,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 14:00:00,-326.1222,178.21226,132.90181,15.00813,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 15:00:00,-343.76939999999996,196.70195,134.0169,13.050548,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 16:00:00,-350.1864,200.33358,132.7712,17.081627,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 17:00:00,-367.83360000000005,218.19379,141.08435,8.5554612,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 18:00:00,-385.4808,233.37083,151.45744,0.65252741,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 19:00:00,-363.0204,215.43344,147.58696,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 20:00:00,-342.1656,204.18436,137.98124,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 21:00:00,-340.56,209.22096,131.33904,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 22:00:00,-298.84860000000003,185.40015,113.44845,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-03-31 23:00:00,-269.973,170.59038,99.382622,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 00:00:00,-266.7636,171.74549,95.018108,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 01:00:00,-260.3466,167.86878,92.477822,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 02:00:00,-292.43160000000006,191.63851,100.79309,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 03:00:00,-319.70520000000005,210.69992,109.00528,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 04:00:00,-306.87120000000004,195.63339,111.23781,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 05:00:00,-319.70520000000005,196.21671,123.15432,0.3341758,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 06:00:00,-345.37320000000005,205.91724,135.86706,3.5889008,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 07:00:00,-364.62420000000003,212.38086,143.10796,9.1353838,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 08:00:00,-379.06379999999996,215.56295,146.76122,16.739632,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 09:00:00,-398.3148,214.77388,139.15946,44.381452,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 10:00:00,-385.4808,194.94561,130.25773,60.277463,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 11:00:00,-354.99960000000004,165.1895,112.3959,77.414205,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 12:00:00,-310.0788,155.5594,122.05716,32.462236,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 13:00:00,-302.058,134.81641,104.14252,63.099063,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 14:00:00,-295.641,156.38757,126.76505,12.488378,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 15:00:00,-332.5392,185.71636,132.34399,14.478848,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 16:00:00,-297.24479999999994,162.54785,122.55376,12.143186,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 17:00:00,-294.0372,165.00154,123.81544,5.2202193,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 18:00:00,-297.24479999999994,169.65083,127.59397,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 19:00:00,-316.4958,184.86618,131.62962,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 20:00:00,-343.76939999999996,212.36755,131.40185,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 21:00:00,-337.3524,211.6044,125.748,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 22:00:00,-318.1014,204.69449,113.40691,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-01 23:00:00,-287.6202,190.9261,96.694103,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 00:00:00,-279.5976,184.85494,94.742659,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 01:00:00,-269.973,178.79741,91.175595,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 02:00:00,-277.9938,184.15343,93.840373,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 03:00:00,-290.8278,192.53617,98.291627,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 04:00:00,-314.892,205.80908,109.08292,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 05:00:00,-346.977,220.01682,126.63391,0.32626371,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 06:00:00,-372.6468,230.07684,139.30733,3.2626371,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 07:00:00,-383.877,232.05359,144.64561,7.1778015,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 08:00:00,-375.8544,221.39084,143.3706,11.092966,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 09:00:00,-332.5392,184.30555,133.34536,14.888288,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 10:00:00,-306.87120000000004,164.74285,129.40407,12.724285,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 11:00:00,-292.43160000000006,137.1605,105.94952,49.321577,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 12:00:00,-286.01460000000003,126.83544,95.572443,63.606715,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 13:00:00,-277.9938,123.98001,94.172623,59.841169,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 14:00:00,-284.4108,125.56322,88.568407,70.27917,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 15:00:00,-269.973,130.90294,98.474817,40.59524,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 16:00:00,-268.3674,139.88521,102.6323,25.849886,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 17:00:00,-271.5768,152.28277,112.38645,6.9075773,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 18:00:00,-276.39,159.8294,115.90808,0.65252741,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 19:00:00,-286.01460000000003,168.84715,117.16745,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 20:00:00,-326.1222,203.81317,122.30903,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 21:00:00,-321.309,204.13294,117.17606,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 22:00:00,-292.43160000000006,188.57364,103.85796,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-02 23:00:00,-274.7844,181.24657,93.537827,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 00:00:00,-237.88619999999997,157.34199,80.544211,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 01:00:00,-234.67860000000002,156.92381,77.754795,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 02:00:00,-244.30319999999998,165.43323,78.869968,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 03:00:00,-253.92960000000002,172.4797,81.449903,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 04:00:00,-266.7636,183.62218,83.141416,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 05:00:00,-298.84860000000003,210.61829,87.577779,0.65252741,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 06:00:00,-329.3316,229.73501,93.231867,6.3647222,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 07:00:00,-350.1864,230.70348,93.381077,26.101844,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 08:00:00,-316.4958,197.40236,87.901544,31.191899,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 09:00:00,-294.0372,173.08362,83.767132,37.186453,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 10:00:00,-298.84860000000003,172.36286,87.834861,38.650884,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 11:00:00,-300.4542,180.49786,92.223929,27.732415,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 12:00:00,-274.7844,144.16602,60.101136,70.517248,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 13:00:00,-261.9504,131.86558,47.691271,82.393547,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 14:00:00,-257.139,149.10458,63.997357,44.037061,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 15:00:00,-255.5334,158.84024,72.574206,24.118953,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 16:00:00,-252.3258,154.95398,72.559229,24.812586,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 17:00:00,-252.3258,159.04328,80.31799,12.964526,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 18:00:00,-245.90879999999999,159.12241,85.799689,0.98670322,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 19:00:00,-271.5768,176.36595,95.210854,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 20:00:00,-292.43160000000006,194.12445,98.307146,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 21:00:00,-318.1014,214.63998,103.46142,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 22:00:00,-302.058,206.72173,95.33627,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-03 23:00:00,-271.5768,189.03576,82.541043,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 00:00:00,-257.139,181.48086,75.658135,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 01:00:00,-250.72019999999998,177.88339,72.836805,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 02:00:00,-245.90879999999999,174.3445,71.564303,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 03:00:00,-269.973,191.80605,78.166946,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 04:00:00,-294.0372,208.92707,85.11013,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 05:00:00,-302.058,213.16191,86.930592,1.9654943,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 06:00:00,-322.9128,218.82148,86.107345,17.98397,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 07:00:00,-335.7486,219.92819,91.651586,24.168822,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 08:00:00,-308.475,176.89399,71.066196,60.514811,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 09:00:00,-266.7636,121.26746,41.661464,103.83468,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 10:00:00,-244.30319999999998,100.46043,38.747733,105.09504,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 11:00:00,-229.86539999999997,103.12004,50.123839,76.621519,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 12:00:00,-221.84459999999999,99.243476,44.950764,77.65036,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 13:00:00,-220.23899999999998,104.86586,45.743196,69.629948,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 14:00:00,-220.23899999999998,124.51168,65.722427,30.004894,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 15:00:00,-217.0314,123.73204,64.714539,28.584818,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 16:00:00,-217.0314,117.99048,62.377898,36.663025,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 17:00:00,-218.6352,134.25919,81.765904,2.6101096,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 18:00:00,-242.6994,154.6416,87.405271,0.65252741,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 19:00:00,-244.30319999999998,156.40891,87.894292,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 20:00:00,-266.7636,176.33462,90.428984,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 21:00:00,-265.1598,177.06201,88.097789,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 22:00:00,-282.80699999999996,194.57124,88.235757,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-04 23:00:00,-249.1164,173.75979,75.356611,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 00:00:00,-242.6994,171.47306,71.226341,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 01:00:00,-244.30319999999998,174.18512,70.118076,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 02:00:00,-242.6994,173.61846,69.080935,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 03:00:00,-255.5334,182.81987,72.71353,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 04:00:00,-274.7844,197.93306,76.851341,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 05:00:00,-286.01460000000003,207.79,77.229983,0.99461531,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 06:00:00,-295.641,204.81121,72.414929,18.414862,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 07:00:00,-335.7486,215.72205,73.758297,46.268257,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 08:00:00,-308.475,176.14883,55.818574,76.507595,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 09:00:00,-268.3674,130.37225,35.762206,102.23294,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 10:00:00,-225.0522,84.944446,20.292532,119.81522,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 11:00:00,-220.23899999999998,81.37368,15.391986,123.47333,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 12:00:00,-218.6352,114.88696,41.301918,62.446319,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 13:00:00,-220.23899999999998,126.76226,49.010813,44.465931,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 14:00:00,-220.23899999999998,123.21542,41.339021,55.684561,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 15:00:00,-215.4276,131.75987,50.457236,33.210493,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 16:00:00,-215.4276,134.14718,53.716385,27.564035,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 17:00:00,-215.4276,138.29349,63.509853,13.624253,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 18:00:00,-221.84459999999999,147.65054,73.199443,0.99461531,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 19:00:00,-252.3258,168.33736,83.988438,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 20:00:00,-255.5334,171.03717,84.496232,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 21:00:00,-257.139,172.72897,84.410027,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 22:00:00,-271.5768,187.84352,83.733276,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-05 23:00:00,-245.90879999999999,173.0845,72.824303,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 00:00:00,-233.0748,166.64147,66.43333,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 01:00:00,-221.84459999999999,159.81159,62.033011,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 02:00:00,-218.6352,157.38285,61.252346,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 03:00:00,-218.6352,156.56556,62.069643,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 04:00:00,-228.26160000000004,163.61202,64.649578,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 05:00:00,-252.3258,182.47369,68.873319,0.97879112,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 06:00:00,-252.3258,178.55554,67.571247,6.1990104,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 07:00:00,-233.0748,154.14615,63.567143,15.361511,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 08:00:00,-231.4692,130.88194,52.332855,48.254409,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 09:00:00,-229.86539999999997,119.31477,47.784495,62.766133,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 10:00:00,-236.2824,94.441892,25.432274,116.40823,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 11:00:00,-236.2824,112.28474,41.914766,82.08289,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 12:00:00,-231.4692,99.160942,24.114538,108.19372,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 13:00:00,-265.1598,125.70026,28.944539,110.515,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 14:00:00,-236.2824,120.31394,36.024077,79.944385,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 15:00:00,-215.4276,112.42044,37.871696,65.135459,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 16:00:00,-213.822,124.18122,53.761013,35.879765,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 17:00:00,-217.0314,136.48315,69.193696,11.354555,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 18:00:00,-221.84459999999999,143.59811,77.251875,0.99461531,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 19:00:00,-223.44839999999996,141.92095,81.527449,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 20:00:00,-220.23899999999998,140.07114,80.167865,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 21:00:00,-236.2824,152.41641,83.865989,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 22:00:00,-237.88619999999997,158.02307,79.86313,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-06 23:00:00,-218.6352,147.54123,71.093968,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 00:00:00,-218.6352,150.12934,68.505859,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 01:00:00,-215.4276,148.65548,66.772119,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 02:00:00,-215.4276,147.63386,67.793741,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 03:00:00,-257.139,176.03222,81.106784,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 04:00:00,-269.973,179.41038,90.562622,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 05:00:00,-282.80699999999996,176.25379,104.58772,1.9654943,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 06:00:00,-303.66179999999997,179.01485,114.93951,9.707445,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 07:00:00,-313.2882,164.93324,107.18751,41.167448,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 08:00:00,-276.39,127.15182,91.387671,57.850509,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 09:00:00,-274.7844,116.73689,84.802427,73.245083,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 10:00:00,-268.3674,121.46265,97.090545,49.814203,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 11:00:00,-284.4108,139.76505,108.43048,36.215271,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 12:00:00,-279.5976,136.38471,105.85752,37.355373,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 13:00:00,-268.3674,128.02707,98.552388,41.787946,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 14:00:00,-247.51260000000002,112.71539,89.97479,44.82242,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 15:00:00,-273.18059999999997,144.09209,103.33275,25.755757,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 16:00:00,-284.4108,159.48364,109.87199,15.055164,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 17:00:00,-274.7844,157.59644,112.29401,4.8939556,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 18:00:00,-281.2032,164.31874,116.23193,0.65252741,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 19:00:00,-281.2032,163.7118,117.4914,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 20:00:00,-276.39,164.03293,112.35707,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 21:00:00,-273.18059999999997,166.56723,106.61337,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 22:00:00,-263.556,166.17697,97.379027,0.0,-0.0,0.0,0.0,0.0,-0.0
2019-04-07 23:00:00,-239.49179999999998,154.09562,85.396184,0.0,-0.0,0.0,0.0,0.0,-0.0
