,BHKW_el,Strombedarf,Waermepumpe_el,Strombezug,PV
2019-02-16 00:00:00,90.452195,-28.639999999999997,-61.812195,0.0,0.0
2019-02-16 01:00:00,88.936,-25.720000000000002,-63.216,0.0,0.0
2019-02-16 02:00:00,88.283849,-24.4,-63.883849,0.0,0.0
2019-02-16 03:00:00,90.262919,-25.639999999999993,-64.622919,0.0,0.0
2019-02-16 04:00:00,106.96447,-28.16,-78.804465,0.0,0.0
2019-02-16 05:00:00,114.04339,-33.72,-80.323395,0.0,0.0
2019-02-16 06:00:00,126.15299,-45.8296,-80.323395,0.0,0.0
2019-02-16 07:00:00,136.34525,-56.1564,-80.323395,0.0,0.13454733
2019-02-16 08:00:00,134.894,-61.875600000000006,-73.623862,0.0,0.605463
2019-02-16 09:00:00,133.25823,-65.4036,-68.931006,0.0,1.0763787
2019-02-16 10:00:00,129.9755,-68.3768,-62.944171,0.0,1.3454733
2019-02-16 11:00:00,119.84251,-69.13839999999999,-52.722321,0.0,2.01821
2019-02-16 12:00:00,86.070861,-68.0484,-22.582408,0.0,4.5599471
2019-02-16 13:00:00,66.308538,-65.80080000000001,-6.259549,0.0,5.7518105
2019-02-16 14:00:00,85.122918,-62.692,-26.640553,0.0,4.2096349
2019-02-16 15:00:00,111.94488,-60.6012,-53.555045,0.0,2.2113647
2019-02-16 16:00:00,126.96333,-58.4696,-69.083831,0.0,0.59009737
2019-02-16 17:00:00,133.99122,-61.8804,-72.110822,0.0,0.0
2019-02-16 18:00:00,140.52809,-69.1432,-71.384886,0.0,0.0
2019-02-16 19:00:00,138.60156,-67.5144,-71.087157,0.0,0.0
2019-02-16 20:00:00,130.5763,-59.66,-70.916303,0.0,0.0
2019-02-16 21:00:00,124.24095,-54.4964,-69.744551,0.0,0.0
2019-02-16 22:00:00,120.50966,-51.3992,-69.110465,0.0,0.0
2019-02-16 23:00:00,113.61548,-44.581199999999995,-69.034281,0.0,0.0
2019-02-17 00:00:00,104.15853,-38.96,-65.19853,0.0,0.0
2019-02-17 01:00:00,102.89639,-35.0,-67.896389,0.0,0.0
2019-02-17 02:00:00,102.58871,-32.760000000000005,-69.828714,0.0,0.0
2019-02-17 03:00:00,110.16107,-32.96,-77.201065,0.0,0.0
2019-02-17 04:00:00,115.56339,-35.239999999999995,-80.323395,0.0,0.0
2019-02-17 05:00:00,120.24339,-39.92,-80.323395,0.0,0.0
2019-02-17 06:00:00,132.16779,-51.84440000000001,-80.323395,0.0,0.0
2019-02-17 07:00:00,142.60681,-62.4516,-80.323395,0.0,0.16818417
2019-02-17 08:00:00,146.04309,-67.18079999999999,-79.299565,0.0,0.43727883
2019-02-17 09:00:00,146.04309,-69.57560000000001,-79.129148,2.0225625,0.63909983
2019-02-17 10:00:00,135.22316,-71.902,-64.330263,0.0,1.009105
2019-02-17 11:00:00,132.1232,-74.3116,-59.123432,0.0,1.3118365
2019-02-17 12:00:00,130.9265,-72.6184,-59.586304,0.0,1.2781997
2019-02-17 13:00:00,131.61516,-70.33160000000001,-62.427208,0.0,1.1436523
2019-02-17 14:00:00,134.83864,-68.4316,-67.214327,0.0,0.807284
2019-02-17 15:00:00,139.16086,-66.38560000000001,-73.178899,0.0,0.403642
2019-02-17 16:00:00,142.75193,-65.08319999999999,-77.769644,0.0,0.1009105
2019-02-17 17:00:00,143.39325,-68.346,-75.047254,0.0,0.0
2019-02-17 18:00:00,143.09081,-71.61319999999999,-71.477611,0.0,0.0
2019-02-17 19:00:00,140.45622,-68.59,-71.866216,0.0,0.0
2019-02-17 20:00:00,134.74404,-61.5,-73.244043,0.0,0.0
2019-02-17 21:00:00,129.51139,-55.5024,-74.008995,0.0,0.0
2019-02-17 22:00:00,121.31114,-51.0836,-70.227535,0.0,0.0
2019-02-17 23:00:00,111.52454,-43.651599999999995,-67.872941,0.0,0.0
2019-02-18 00:00:00,107.4128,-37.760000000000005,-69.6528,0.0,0.0
2019-02-18 01:00:00,98.01133,-33.586800000000004,-64.42453,0.0,0.0
2019-02-18 02:00:00,96.959178,-31.28,-65.679178,0.0,0.0
2019-02-18 03:00:00,97.413232,-31.88,-65.533232,0.0,0.0
2019-02-18 04:00:00,98.926746,-33.88,-65.046746,0.0,0.0
2019-02-18 05:00:00,104.52147,-39.4396,-65.08187,0.0,0.0
2019-02-18 06:00:00,123.86019,-53.076800000000006,-70.783395,0.0,0.0
2019-02-18 07:00:00,130.44475,-64.658,-66.443506,0.0,0.6567547
2019-02-18 08:00:00,103.91974,-69.434,-37.384226,0.0,2.8984848
2019-02-18 09:00:00,66.630505,-70.9272,-1.4890928,0.0,5.7857879
2019-02-18 10:00:00,63.589615,-72.8768,-0.0,0.0,9.2871847
2019-02-18 11:00:00,62.924721,-73.4284,-0.0,0.0,10.503679
2019-02-18 12:00:00,61.811824,-72.2008,-0.0,0.0,10.388976
2019-02-18 13:00:00,62.53798,-71.0096,-0.0,0.0,8.4716202
2019-02-18 14:00:00,63.029495,-69.3804,-0.0,0.0,6.350905
2019-02-18 15:00:00,63.650472,-67.184,-0.0,0.0,3.5335276
2019-02-18 16:00:00,63.709025,-64.88839999999999,-0.0,0.0,1.1793751
2019-02-18 17:00:00,67.3948,-67.3948,-0.0,0.0,0.0
2019-02-18 18:00:00,73.196,-73.196,-0.0,0.0,0.0
2019-02-18 19:00:00,117.46886,-72.4676,-45.001262,0.0,0.0
2019-02-18 20:00:00,127.9085,-64.8436,-63.064897,0.0,0.0
2019-02-18 21:00:00,117.5776,-58.984,-58.5936,0.0,0.0
2019-02-18 22:00:00,113.8595,-54.0708,-59.788703,0.0,0.0
2019-02-18 23:00:00,104.88346,-46.3352,-58.548259,0.0,0.0
2019-02-19 00:00:00,102.48714,-39.96000000000001,-62.527135,0.0,0.0
2019-02-19 01:00:00,99.883892,-36.519999999999996,-63.363892,0.0,0.0
2019-02-19 02:00:00,97.511697,-34.760000000000005,-62.751697,0.0,0.0
2019-02-19 03:00:00,97.346162,-35.0,-62.346162,0.0,0.0
2019-02-19 04:00:00,99.674681,-37.160000000000004,-62.514681,0.0,0.0
2019-02-19 05:00:00,105.52947,-42.146800000000006,-63.38267,0.0,0.0
2019-02-19 06:00:00,116.53756,-54.873599999999996,-61.664775,0.0,0.00081571421
2019-02-19 07:00:00,122.74567,-66.142,-57.704879,0.0,1.1012066
2019-02-19 08:00:00,124.48126,-70.21919999999999,-55.630765,0.0,1.3687044
2019-02-19 09:00:00,114.91393,-70.78760000000001,-45.841812,0.0,1.7154785
2019-02-19 10:00:00,103.41391,-71.72760000000001,-34.462069,0.0,2.775756
2019-02-19 11:00:00,87.421253,-74.226,-17.284202,0.0,4.0889484
2019-02-19 12:00:00,65.469182,-72.5552,-0.0,0.0,7.0860185
2019-02-19 13:00:00,63.704245,-71.5304,-0.0,0.0,7.8261551
2019-02-19 14:00:00,63.098295,-69.5528,-0.0,0.0,6.4545054
2019-02-19 15:00:00,63.648496,-67.616,-0.0,0.0,3.9675039
2019-02-19 16:00:00,99.230227,-64.6436,-35.747824,0.0,1.1611972
2019-02-19 17:00:00,134.03991,-66.9868,-67.053114,0.0,0.0
2019-02-19 18:00:00,140.87377,-73.7256,-67.148173,0.0,0.0
2019-02-19 19:00:00,140.14789,-72.76639999999999,-67.381492,0.0,0.0
2019-02-19 20:00:00,132.17812,-64.9848,-67.193319,0.0,0.0
2019-02-19 21:00:00,121.40303,-59.45519999999999,-61.947827,0.0,0.0
2019-02-19 22:00:00,113.96925,-55.1328,-58.836454,0.0,0.0
2019-02-19 23:00:00,107.91304,-48.0464,-59.866638,0.0,0.0
2019-02-20 00:00:00,100.41025,-42.2576,-58.152649,0.0,0.0
2019-02-20 01:00:00,99.316411,-38.519999999999996,-60.796411,0.0,0.0
2019-02-20 02:00:00,97.213578,-36.2,-61.013578,0.0,0.0
2019-02-20 03:00:00,97.591005,-36.239999999999995,-61.351005,0.0,0.0
2019-02-20 04:00:00,98.730551,-37.2876,-61.442951,0.0,0.0
2019-02-20 05:00:00,107.19235,-42.052,-65.140346,0.0,0.0
2019-02-20 06:00:00,131.57224,-54.558800000000005,-77.013438,0.0,0.0
2019-02-20 07:00:00,126.1058,-64.9328,-62.535837,0.0,1.3628398
2019-02-20 08:00:00,128.95374,-68.708,-61.771557,0.0,1.5258211
2019-02-20 09:00:00,66.626415,-69.9736,-3.1399013,0.0,6.4870864
2019-02-20 10:00:00,115.22639,-72.4584,-45.396071,0.0,2.6280852
2019-02-20 11:00:00,127.85893,-74.1228,-55.288164,0.0,1.5520331
2019-02-20 12:00:00,131.6186,-72.986,-59.608065,0.0,0.97546816
2019-02-20 13:00:00,111.07634,-68.97319999999999,-44.200089,0.0,2.0969531
2019-02-20 14:00:00,99.385102,-62.7572,-39.053282,0.0,2.4253801
2019-02-20 15:00:00,122.13249,-60.8316,-61.839076,0.0,0.53818933
2019-02-20 16:00:00,124.49533,-59.516400000000004,-65.147111,0.0,0.16818417
2019-02-20 17:00:00,129.25401,-62.496,-66.758011,0.0,0.0
2019-02-20 18:00:00,134.71386,-68.33560000000001,-66.378259,0.0,0.0
2019-02-20 19:00:00,133.99801,-66.4732,-67.524811,0.0,0.0
2019-02-20 20:00:00,124.91689,-58.14,-66.776886,0.0,0.0
2019-02-20 21:00:00,115.4483,-52.0452,-63.403103,0.0,0.0
2019-02-20 22:00:00,108.1891,-48.4112,-59.777903,0.0,0.0
2019-02-20 23:00:00,99.529989,-41.0944,-58.435589,0.0,0.0
2019-02-21 00:00:00,92.005924,-34.36000000000001,-57.645924,0.0,0.0
2019-02-21 01:00:00,88.271178,-30.8,-57.471178,0.0,0.0
2019-02-21 02:00:00,87.69107,-28.199999999999996,-59.49107,0.0,0.0
2019-02-21 03:00:00,86.315114,-26.839999999999996,-59.475114,0.0,0.0
2019-02-21 04:00:00,87.385686,-26.880000000000003,-60.505686,0.0,0.0
2019-02-21 05:00:00,87.732843,-26.880000000000003,-60.852843,0.0,0.0
2019-02-21 06:00:00,95.292022,-28.16,-67.132022,0.0,0.0
2019-02-21 07:00:00,98.161678,-33.2928,-65.27252,0.0,0.403642
2019-02-21 08:00:00,89.083556,-40.42719999999999,-50.540326,0.0,1.8839691
2019-02-21 09:00:00,103.3892,-47.0448,-57.990252,0.0,1.6458568
2019-02-21 10:00:00,103.59457,-52.4192,-52.770745,0.0,1.59538
2019-02-21 11:00:00,88.272278,-55.85519999999999,-35.409845,0.0,2.9927668
2019-02-21 12:00:00,106.99032,-55.16319999999999,-53.508965,0.0,1.6818417
2019-02-21 13:00:00,111.3363,-50.756400000000006,-61.689918,0.0,1.1100155
2019-02-21 14:00:00,110.83458,-47.7012,-64.075207,0.0,0.94183133
2019-02-21 15:00:00,99.257028,-44.7576,-56.089118,0.0,1.5896906
2019-02-21 16:00:00,109.09375,-43.1464,-66.675019,0.0,0.72767293
2019-02-21 17:00:00,117.47538,-45.57,-71.906191,0.0,0.00081571421
2019-02-21 18:00:00,120.49003,-51.831999999999994,-68.658032,0.0,0.0
2019-02-21 19:00:00,118.46556,-50.532,-67.933557,0.0,0.0
2019-02-21 20:00:00,113.60623,-43.651999999999994,-69.954227,0.0,0.0
2019-02-21 21:00:00,109.40566,-38.56,-70.845665,0.0,0.0
2019-02-21 22:00:00,106.00458,-38.1908,-67.813784,0.0,0.0
2019-02-21 23:00:00,97.115503,-33.32,-63.795503,0.0,0.0
2019-02-22 00:00:00,91.221103,-27.364400000000003,-63.856703,0.0,0.0
2019-02-22 01:00:00,86.954638,-23.56,-63.394638,0.0,0.0
2019-02-22 02:00:00,82.847827,-21.8,-61.047827,0.0,0.0
2019-02-22 03:00:00,85.725059,-20.560000000000002,-65.165059,0.0,0.0
2019-02-22 04:00:00,88.439438,-20.48,-67.959438,0.0,0.0
2019-02-22 05:00:00,95.410717,-19.040000000000003,-76.370717,0.0,0.0
2019-02-22 06:00:00,97.969758,-17.68,-80.323395,0.0,0.033636833
2019-02-22 07:00:00,95.843218,-20.28,-75.731402,0.0,0.16818417
2019-02-22 08:00:00,93.685454,-26.08,-68.446374,0.0,0.84092083
2019-02-22 09:00:00,81.082902,-32.760000000000005,-50.432385,0.0,2.1094825
2019-02-22 10:00:00,65.135473,-37.28,-31.069369,0.0,3.2138954
2019-02-22 11:00:00,36.280056,-41.901199999999996,-0.0,0.0,5.621144
2019-02-22 12:00:00,57.823828,-40.698,-20.750217,0.0,3.6243888
2019-02-22 13:00:00,62.830752,-37.12,-29.20308,0.0,3.4923279
2019-02-22 14:00:00,87.125527,-34.0,-55.026359,0.0,1.9008319
2019-02-22 15:00:00,54.597556,-32.3836,-26.06875,0.0,3.8547941
2019-02-22 16:00:00,92.091026,-31.88,-61.085767,0.0,0.87474186
2019-02-22 17:00:00,107.95537,-37.56,-70.395373,0.0,0.0
2019-02-22 18:00:00,119.90461,-46.9328,-72.971805,0.0,0.0
2019-02-22 19:00:00,119.18452,-46.44,-72.744519,0.0,0.0
2019-02-22 20:00:00,114.89198,-42.1424,-72.749578,0.0,0.0
2019-02-22 21:00:00,109.94201,-40.185199999999995,-69.756811,0.0,0.0
2019-02-22 22:00:00,109.31451,-42.1064,-67.208108,0.0,0.0
2019-02-22 23:00:00,103.03853,-37.48,-65.55853,0.0,0.0
2019-02-23 00:00:00,99.7088,-33.08,-66.6288,0.0,0.0
2019-02-23 01:00:00,98.830962,-31.919999999999995,-66.910962,0.0,0.0
2019-02-23 02:00:00,94.347114,-30.12,-64.227114,0.0,0.0
2019-02-23 03:00:00,93.944389,-31.88,-62.064389,0.0,0.0
2019-02-23 04:00:00,95.204627,-34.919999999999995,-60.284627,0.0,0.0
2019-02-23 05:00:00,114.11797,-41.1196,-72.998368,0.0,0.0
2019-02-23 06:00:00,130.54404,-55.95,-74.594043,0.0,0.0
2019-02-23 07:00:00,144.86988,-67.1172,-77.853591,0.0,0.1009105
2019-02-23 08:00:00,146.04309,-72.5112,-73.800981,0.0,0.26909467
2019-02-23 09:00:00,142.37906,-74.752,-68.165249,0.0,0.53818933
2019-02-23 10:00:00,136.69205,-77.298,-60.201333,0.0,0.807284
2019-02-23 11:00:00,126.90633,-78.8772,-49.340967,0.0,1.3118365
2019-02-23 12:00:00,127.04932,-77.59039999999999,-50.60257,0.0,1.1436523
2019-02-23 13:00:00,126.80502,-76.4856,-51.227614,0.0,0.9081945
2019-02-23 14:00:00,122.73188,-73.54119999999999,-49.728871,0.0,0.53818933
2019-02-23 15:00:00,114.54559,-69.8228,-45.328251,0.0,0.605463
2019-02-23 16:00:00,119.76321,-67.2148,-53.052964,0.0,0.5045525
2019-02-23 17:00:00,130.50787,-67.9316,-62.609906,0.0,0.033636833
2019-02-23 18:00:00,140.00091,-73.0304,-66.970508,0.0,0.0
2019-02-23 19:00:00,138.23948,-70.70280000000001,-67.536681,0.0,0.0
2019-02-23 20:00:00,133.45803,-63.467999999999996,-69.990032,0.0,0.0
2019-02-23 21:00:00,122.86845,-57.7248,-65.143654,0.0,0.0
2019-02-23 22:00:00,113.86893,-53.1668,-60.70213,0.0,0.0
2019-02-23 23:00:00,105.04899,-44.72,-60.328995,0.0,0.0
2019-02-24 00:00:00,101.18819,-39.160000000000004,-62.028195,0.0,0.0
2019-02-24 01:00:00,98.207914,-35.68,-62.527914,0.0,0.0
2019-02-24 02:00:00,97.013189,-34.56,-62.453189,0.0,0.0
2019-02-24 03:00:00,97.406703,-35.08,-62.326703,0.0,0.0
2019-02-24 04:00:00,99.371978,-36.76,-62.611978,0.0,0.0
2019-02-24 05:00:00,102.72714,-42.5688,-60.158335,0.0,0.0
2019-02-24 06:00:00,123.84508,-56.37680000000001,-67.501917,0.0,0.033636833
2019-02-24 07:00:00,106.96189,-65.8664,-43.46514,0.0,2.3696538
2019-02-24 08:00:00,71.792616,-70.01039999999999,-7.4089252,0.0,5.6267097
2019-02-24 09:00:00,63.935361,-72.1652,-0.0,0.0,8.2298387
2019-02-24 10:00:00,67.20678,-74.1904,-0.0,0.0,6.9836203
2019-02-24 11:00:00,68.939135,-76.5596,-0.0,0.0,7.6204646
2019-02-24 12:00:00,74.046532,-75.022,-0.0,0.0,0.97546816
2019-02-24 13:00:00,102.23411,-74.2668,-28.740961,0.0,0.77364717
2019-02-24 14:00:00,133.32698,-71.62239999999998,-62.141854,0.0,0.43727883
2019-02-24 15:00:00,129.95894,-68.49080000000001,-62.280745,0.0,0.81260121
2019-02-24 16:00:00,120.48163,-65.226,-56.127716,0.0,0.8720823
2019-02-24 17:00:00,134.4752,-66.1868,-68.2884,0.0,0.0
2019-02-24 18:00:00,136.62768,-72.69800000000001,-63.929676,0.0,0.0
2019-02-24 19:00:00,138.36783,-70.8724,-67.495427,0.0,0.0
2019-02-24 20:00:00,128.31849,-63.093199999999996,-65.225286,0.0,0.0
2019-02-24 21:00:00,120.57609,-57.446000000000005,-63.130086,0.0,0.0
2019-02-24 22:00:00,115.05401,-53.357600000000005,-61.696411,0.0,0.0
2019-02-24 23:00:00,103.00696,-44.772,-58.234962,0.0,0.0
2019-02-25 00:00:00,99.346681,-38.56,-60.786681,0.0,0.0
2019-02-25 01:00:00,91.449557,-35.0,-56.449557,0.0,0.0
2019-02-25 02:00:00,88.942097,-33.519999999999996,-55.422097,0.0,0.0
2019-02-25 03:00:00,90.133751,-33.72,-56.413751,0.0,0.0
2019-02-25 04:00:00,91.707805,-35.800000000000004,-55.907805,0.0,0.0
2019-02-25 05:00:00,101.95585,-41.5496,-60.406249,0.0,0.0
2019-02-25 06:00:00,124.52378,-54.982,-69.57542,0.0,0.033636833
2019-02-25 07:00:00,118.00588,-64.25959999999999,-55.592762,0.0,1.8464774
2019-02-25 08:00:00,79.506818,-67.61999999999999,-16.98738,0.0,5.1005614
2019-02-25 09:00:00,58.723903,-66.8168,-0.0,0.0,8.092897
2019-02-25 10:00:00,60.091685,-68.62519999999999,-0.0,0.0,8.5335148
2019-02-25 11:00:00,66.876599,-71.27080000000001,-0.0,0.0,4.3942012
2019-02-25 12:00:00,62.749744,-70.5176,-0.0,0.0,7.7678564
2019-02-25 13:00:00,63.535836,-68.856,-0.0,0.0,5.3201643
2019-02-25 14:00:00,62.509669,-66.8288,-0.0,0.0,4.319131
2019-02-25 15:00:00,62.186336,-64.8448,-0.0,0.0,2.6584639
2019-02-25 16:00:00,70.360651,-62.38719999999999,-8.9726656,0.0,0.99921464
2019-02-25 17:00:00,134.24573,-64.16199999999999,-70.117366,0.0,0.033636833
2019-02-25 18:00:00,135.03018,-71.504,-63.526184,0.0,0.0
2019-02-25 19:00:00,137.00523,-69.98880000000001,-67.016432,0.0,0.0
2019-02-25 20:00:00,131.13021,-62.6836,-68.446605,0.0,0.0
2019-02-25 21:00:00,123.82214,-57.1516,-66.670541,0.0,0.0
2019-02-25 22:00:00,114.67792,-52.4024,-62.275524,0.0,0.0
2019-02-25 23:00:00,106.4336,-44.257999999999996,-62.1756,0.0,0.0
2019-02-26 00:00:00,98.273038,-37.599999999999994,-60.673038,0.0,0.0
2019-02-26 01:00:00,93.242032,-34.160000000000004,-59.082032,0.0,0.0
2019-02-26 02:00:00,92.724757,-32.56,-60.164757,0.0,0.0
2019-02-26 03:00:00,93.751654,-33.0,-60.751654,0.0,0.0
2019-02-26 04:00:00,94.224476,-35.0,-59.224476,0.0,0.0
2019-02-26 05:00:00,97.628368,-40.8732,-56.755168,0.0,0.0
2019-02-26 06:00:00,108.78472,-55.7412,-53.077968,0.0,0.034452547
2019-02-26 07:00:00,121.2887,-64.9036,-57.067057,0.0,0.68195624
2019-02-26 08:00:00,125.26106,-67.79360000000001,-58.44293,0.0,0.97546816
2019-02-26 09:00:00,116.8172,-68.27239999999999,-50.125732,0.0,1.5809312
2019-02-26 10:00:00,83.373843,-69.4112,-17.461043,0.0,3.4984002
2019-02-26 11:00:00,60.929339,-70.568,-0.0,0.0,9.6386605
2019-02-26 12:00:00,63.981574,-71.898,-0.0,0.0,7.9164261
2019-02-26 13:00:00,67.991608,-72.286,-0.0,0.0,4.2943924
2019-02-26 14:00:00,66.272805,-70.5912,-0.0,0.0,4.318395
2019-02-26 15:00:00,67.116495,-68.1256,-0.0,0.0,1.009105
2019-02-26 16:00:00,64.362906,-65.4416,-0.0,0.0,1.0786941
2019-02-26 17:00:00,112.72858,-65.648,-47.114213,0.0,0.033636833
2019-02-26 18:00:00,131.77834,-71.33200000000001,-60.446335,0.0,0.0
2019-02-26 19:00:00,132.22469,-71.4636,-60.761092,0.0,0.0
2019-02-26 20:00:00,123.72506,-65.274,-58.451059,0.0,0.0
2019-02-26 21:00:00,118.76225,-60.0912,-58.671049,0.0,0.0
2019-02-26 22:00:00,110.53501,-55.178,-55.357005,0.0,0.0
2019-02-26 23:00:00,104.46296,-48.0712,-56.391762,0.0,0.0
2019-02-27 00:00:00,97.877189,-42.5772,-55.299989,0.0,0.0
2019-02-27 01:00:00,85.834941,-39.04,-46.794941,0.0,0.0
2019-02-27 02:00:00,82.614789,-36.160000000000004,-46.454789,0.0,0.0
2019-02-27 03:00:00,84.032519,-36.2,-47.832519,0.0,0.0
2019-02-27 04:00:00,92.274119,-38.84,-53.434119,0.0,0.0
2019-02-27 05:00:00,101.39477,-44.0168,-57.377968,0.0,0.0
2019-02-27 06:00:00,113.78534,-56.501999999999995,-57.351431,0.0,0.068089381
2019-02-27 07:00:00,126.85954,-65.5028,-61.558563,0.0,0.201821
2019-02-27 08:00:00,124.3867,-68.7524,-56.004301,0.0,0.37000517
2019-02-27 09:00:00,120.85471,-70.00919999999999,-51.619156,0.0,0.77364717
2019-02-27 10:00:00,114.20002,-71.14200000000001,-44.336218,0.0,1.2781997
2019-02-27 11:00:00,116.36017,-71.828,-45.70946,0.0,1.1772892
2019-02-27 12:00:00,117.12549,-70.794,-47.306962,0.0,0.97546816
2019-02-27 13:00:00,109.80618,-69.5728,-41.545216,0.0,1.3118365
2019-02-27 14:00:00,114.23951,-66.4216,-48.625192,0.0,0.807284
2019-02-27 15:00:00,109.9983,-65.4236,-45.112892,0.0,0.53818933
2019-02-27 16:00:00,111.46908,-62.9296,-48.707662,0.0,0.16818417
2019-02-27 17:00:00,113.52651,-63.367999999999995,-50.192144,0.0,0.033636833
2019-02-27 18:00:00,125.35602,-67.4292,-57.926822,0.0,0.0
2019-02-27 19:00:00,132.59256,-65.9912,-66.601362,0.0,0.0
2019-02-27 20:00:00,131.23632,-59.615199999999994,-71.621124,0.0,0.0
2019-02-27 21:00:00,123.52493,-54.4672,-69.05773,0.0,0.0
2019-02-27 22:00:00,112.66296,-51.5732,-61.089762,0.0,0.0
2019-02-27 23:00:00,103.46508,-45.8356,-57.629481,0.0,0.0
2019-02-28 00:00:00,100.07408,-40.8964,-59.177676,0.0,0.0
2019-02-28 01:00:00,92.558054,-37.839999999999996,-54.718054,0.0,0.0
2019-02-28 02:00:00,94.664735,-36.04,-58.624735,0.0,0.0
2019-02-28 03:00:00,94.918011,-35.0,-59.918011,0.0,0.0
2019-02-28 04:00:00,96.4848,-34.32,-62.1648,0.0,0.0
2019-02-28 05:00:00,97.135438,-34.262800000000006,-62.872638,0.0,0.0
2019-02-28 06:00:00,100.66218,-35.480000000000004,-65.249456,0.0,0.067273667
2019-02-28 07:00:00,97.49268,-39.199999999999996,-58.988847,0.0,0.69616751
2019-02-28 08:00:00,48.743628,-44.4492,-9.5880094,0.0,5.2935814
2019-02-28 09:00:00,40.097154,-48.6344,-0.0,0.0,8.5372458
2019-02-28 10:00:00,44.78872,-51.09440000000001,-0.0,0.0,6.3056802
2019-02-28 11:00:00,45.606516,-53.16440000000001,-0.0,0.0,7.5578844
2019-02-28 12:00:00,43.151328,-53.198800000000006,-0.0,0.0,10.047472
2019-02-28 13:00:00,40.58246,-49.7156,-0.0,0.0,9.1331404
2019-02-28 14:00:00,39.580684,-46.9628,-0.0,0.0,7.3821165
2019-02-28 15:00:00,40.48001,-45.431599999999996,-0.0,0.0,4.9515897
2019-02-28 16:00:00,42.869541,-44.8156,-0.0,0.0,1.9460587
2019-02-28 17:00:00,46.645947,-46.680400000000006,-0.0,0.0,0.034452547
2019-02-28 18:00:00,53.8952,-53.895199999999996,-0.0,0.0,0.0
2019-02-28 19:00:00,57.302983,-53.642399999999995,-3.6605826,0.0,0.0
2019-02-28 20:00:00,112.19935,-48.668400000000005,-63.530951,0.0,0.0
2019-02-28 21:00:00,106.7808,-46.092000000000006,-60.6888,0.0,0.0
2019-02-28 22:00:00,103.11274,-45.370000000000005,-57.742735,0.0,0.0
2019-02-28 23:00:00,98.947546,-41.2412,-57.706346,0.0,0.0
2019-03-01 00:00:00,89.414919,-35.52,-53.894919,0.0,0.0
2019-03-01 01:00:00,86.82547,-31.64,-55.18547,0.0,0.0
2019-03-01 02:00:00,84.813838,-29.44,-55.373838,0.0,0.0
2019-03-01 03:00:00,85.1744,-29.0,-56.1744,0.0,0.0
2019-03-01 04:00:00,84.40653,-29.360000000000003,-55.04653,0.0,0.0
2019-03-01 05:00:00,84.147892,-28.560000000000006,-55.587892,0.0,0.0
2019-03-01 06:00:00,94.823784,-27.999999999999996,-66.823784,0.0,0.0
2019-03-01 07:00:00,98.171284,-30.12,-68.185831,0.0,0.13454733
2019-03-01 08:00:00,100.06665,-35.239999999999995,-65.196657,0.0,0.37000517
2019-03-01 09:00:00,97.212821,-42.289199999999994,-56.067273,0.0,1.1436523
2019-03-01 10:00:00,104.3581,-46.6004,-58.598623,0.0,0.84092083
2019-03-01 11:00:00,103.07096,-50.6004,-53.64785,0.0,1.1772892
2019-03-01 12:00:00,76.10341,-50.4256,-28.460583,0.0,2.7827736
2019-03-01 13:00:00,45.195646,-47.1888,-2.2782555,0.0,4.27141
2019-03-01 14:00:00,81.31753,-44.559599999999996,-38.030811,0.0,1.2728811
2019-03-01 15:00:00,77.675022,-42.4168,-36.634568,0.0,1.3763454
2019-03-01 16:00:00,91.168599,-40.976,-50.89164,0.0,0.6990414
2019-03-01 17:00:00,108.48063,-43.408,-65.106263,0.0,0.033636833
2019-03-01 18:00:00,118.03814,-49.96719999999999,-68.070941,0.0,0.0
2019-03-01 19:00:00,115.12943,-48.4152,-66.714227,0.0,0.0
2019-03-01 20:00:00,106.04385,-45.5764,-60.467449,0.0,0.0
2019-03-01 21:00:00,104.73271,-43.3856,-61.347114,0.0,0.0
2019-03-01 22:00:00,102.46469,-43.597199999999994,-58.867492,0.0,0.0
2019-03-01 23:00:00,92.241557,-37.88,-54.361557,0.0,0.0
2019-03-02 00:00:00,90.797405,-33.68000000000001,-57.117405,0.0,0.0
2019-03-02 01:00:00,90.718097,-32.2,-58.518097,0.0,0.0
2019-03-02 02:00:00,89.176605,-31.080000000000002,-58.096605,0.0,0.0
2019-03-02 03:00:00,90.099805,-31.8412,-58.258605,0.0,0.0
2019-03-02 04:00:00,94.801903,-36.68,-58.121903,0.0,0.0
2019-03-02 05:00:00,102.91222,-44.646800000000006,-58.265416,0.0,0.0
2019-03-02 06:00:00,120.51645,-58.9656,-61.618126,0.0,0.067273667
2019-03-02 07:00:00,113.68426,-67.5032,-47.66341,0.0,1.4823498
2019-03-02 08:00:00,97.757384,-71.1724,-29.687871,0.0,3.1028864
2019-03-02 09:00:00,84.868669,-72.36439999999999,-16.817613,0.0,4.3133437
2019-03-02 10:00:00,70.451045,-73.8964,-1.514573,0.0,4.9599277
2019-03-02 11:00:00,80.890558,-76.5176,-8.484275,0.0,4.1113167
2019-03-02 12:00:00,99.118844,-75.6176,-26.273445,0.0,2.7722005
2019-03-02 13:00:00,68.435184,-74.92439999999999,-0.0,0.0,6.4892162
2019-03-02 14:00:00,66.599756,-72.42439999999999,-0.0,0.0,5.8246437
2019-03-02 15:00:00,98.995362,-72.12239999999998,-27.672499,0.0,0.79953612
2019-03-02 16:00:00,120.47065,-69.4248,-51.382221,0.0,0.33636833
